,temperature_sensorA,acceleration_sensorA,status_sensorA,motion_sensorB,motion_sensorC,temperature_sensorC,humidity_sensorC,illuminance_sensorC,time,temperature_sensorB
2738,67,inactive,closed,inactive,inactive,73.8,62,0,2019-10-22 3:25:50.311 AM,67.0
2739,67,inactive,closed,inactive,inactive,73.8,62,0,2019-10-22 3:25:50.311 AM,67.0
2740,67,inactive,closed,inactive,inactive,73.8,62,0,2019-10-22 3:33:43.520 AM,66.0
2741,67,inactive,closed,inactive,inactive,73.7,62,0,2019-10-22 3:49:53.191 AM,66.0
2742,67,inactive,closed,inactive,inactive,73.7,62,0,2019-10-22 3:49:53.191 AM,66.0
2743,67,inactive,closed,inactive,inactive,73.6,62,0,2019-10-22 4:13:56.051 AM,66.0
2744,67,inactive,closed,inactive,inactive,73.6,62,0,2019-10-22 4:13:56.051 AM,66.0
2745,67,inactive,closed,inactive,inactive,73.7,62,0,2019-10-22 4:29:57.961 AM,66.0
2746,67,inactive,closed,inactive,inactive,73.7,62,0,2019-10-22 4:29:57.961 AM,66.0
2747,66,inactive,closed,inactive,inactive,73.7,62,0,2019-10-22 4:31:50.220 AM,66.0
2748,66,inactive,closed,inactive,inactive,73.6,62,0,2019-10-22 4:37:58.921 AM,66.0
2749,66,inactive,closed,inactive,inactive,73.6,62,0,2019-10-22 4:37:58.921 AM,66.0
2750,66,inactive,closed,inactive,inactive,73.6,61,0,2019-10-22 4:37:59.081 AM,66.0
2751,66,inactive,closed,inactive,inactive,73.6,61,0,2019-10-22 4:37:59.081 AM,66.0
2752,66,inactive,closed,inactive,inactive,73.6,62,0,2019-10-22 4:46:00.041 AM,66.0
2753,66,inactive,closed,inactive,inactive,73.6,62,0,2019-10-22 4:46:00.041 AM,66.0
2754,66,inactive,closed,inactive,inactive,73.5,62,0,2019-10-22 5:02:01.791 AM,66.0
2755,66,inactive,closed,inactive,inactive,73.5,62,0,2019-10-22 5:02:01.791 AM,66.0
2756,66,inactive,closed,inactive,inactive,73.4,62,0,2019-10-22 5:34:05.631 AM,66.0
2757,66,inactive,closed,inactive,inactive,73.4,62,0,2019-10-22 5:34:05.631 AM,66.0
2758,66,inactive,closed,inactive,inactive,73.3,62,0,2019-10-22 5:50:07.531 AM,66.0
2759,66,inactive,closed,inactive,inactive,73.3,62,0,2019-10-22 5:50:07.531 AM,66.0
2760,66,inactive,closed,inactive,inactive,73.2,62,0,2019-10-22 6:46:14.231 AM,66.0
2761,66,inactive,closed,inactive,inactive,73.2,62,0,2019-10-22 6:46:14.231 AM,66.0
2762,66,inactive,closed,inactive,inactive,73.1,62,0,2019-10-22 7:02:16.151 AM,66.0
2763,66,inactive,closed,inactive,inactive,73.1,62,0,2019-10-22 7:02:16.151 AM,66.0
2764,66,inactive,closed,inactive,inactive,73.0,62,0,2019-10-22 7:50:21.891 AM,66.0
2765,66,inactive,closed,inactive,inactive,73.0,62,0,2019-10-22 7:50:21.891 AM,66.0
2766,66,inactive,closed,inactive,inactive,72.9,62,0,2019-10-22 8:14:24.760 AM,66.0
2767,66,inactive,closed,inactive,inactive,72.9,62,0,2019-10-22 8:14:24.760 AM,66.0
2768,66,inactive,closed,inactive,inactive,72.9,62,0,2019-10-22 8:24:25.469 AM,65.0
2769,66,inactive,closed,active,inactive,72.9,62,0,2019-10-22 8:42:10.444 AM,65.0
2770,66,inactive,closed,inactive,inactive,72.9,62,0,2019-10-22 8:42:21.050 AM,65.0
2771,66,inactive,closed,active,inactive,72.9,62,0,2019-10-22 8:43:18.257 AM,65.0
2772,66,inactive,closed,inactive,inactive,72.9,62,0,2019-10-22 8:43:31.690 AM,65.0
2773,66,inactive,closed,active,inactive,72.9,62,0,2019-10-22 8:44:57.966 AM,65.0
2774,66,inactive,closed,inactive,inactive,72.9,62,0,2019-10-22 8:45:08.595 AM,65.0
2775,66,inactive,closed,active,inactive,72.9,62,0,2019-10-22 8:46:04.866 AM,65.0
2776,66,inactive,closed,inactive,inactive,72.9,62,0,2019-10-22 8:46:15.470 AM,65.0
2777,66,inactive,closed,inactive,inactive,73.0,62,0,2019-10-22 8:54:29.541 AM,65.0
2778,66,inactive,closed,inactive,inactive,73.0,62,0,2019-10-22 8:54:29.541 AM,65.0
2779,66,inactive,closed,inactive,inactive,73.0,62,0,2019-10-22 8:54:29.690 AM,66.0
2780,66,inactive,closed,inactive,inactive,73.0,61,0,2019-10-22 8:54:29.701 AM,66.0
2781,66,inactive,closed,inactive,inactive,73.0,61,0,2019-10-22 8:54:29.701 AM,66.0
2782,66,inactive,closed,active,inactive,73.0,61,0,2019-10-22 8:59:43.320 AM,66.0
2783,66,inactive,closed,inactive,inactive,73.0,61,0,2019-10-22 8:59:53.755 AM,66.0
2784,66,inactive,closed,active,inactive,73.0,61,0,2019-10-22 9:00:19.928 AM,66.0
2785,66,inactive,closed,inactive,inactive,73.0,61,0,2019-10-22 9:00:31.280 AM,66.0
2786,66,inactive,closed,active,inactive,73.0,61,0,2019-10-22 9:00:44.900 AM,66.0
2787,66,inactive,closed,inactive,inactive,73.0,61,0,2019-10-22 9:01:00.250 AM,66.0
2788,66,inactive,closed,active,inactive,73.0,61,0,2019-10-22 9:01:53.661 AM,66.0
2789,66,inactive,closed,inactive,inactive,73.0,61,0,2019-10-22 9:02:04.100 AM,66.0
2790,66,inactive,closed,active,inactive,73.0,61,0,2019-10-22 9:02:25.715 AM,66.0
2791,66,inactive,closed,active,inactive,72.9,61,0,2019-10-22 9:02:30.501 AM,66.0
2792,66,inactive,closed,active,inactive,72.9,61,0,2019-10-22 9:02:30.501 AM,66.0
2793,66,inactive,closed,inactive,inactive,72.9,61,0,2019-10-22 9:02:36.037 AM,66.0
2794,66,inactive,closed,active,inactive,72.9,61,0,2019-10-22 9:09:59.804 AM,66.0
2795,66,inactive,closed,active,active,72.9,61,0,2019-10-22 9:10:13.582 AM,66.0
2796,66,inactive,closed,active,active,72.9,61,0,2019-10-22 9:10:13.582 AM,66.0
2797,66,inactive,closed,inactive,active,72.9,61,0,2019-10-22 9:10:22.980 AM,66.0
2798,66,inactive,closed,inactive,active,73.0,61,0,2019-10-22 9:10:31.441 AM,66.0
2799,66,inactive,closed,inactive,active,73.0,61,0,2019-10-22 9:10:31.441 AM,66.0
2800,66,inactive,closed,inactive,active,73.0,62,0,2019-10-22 9:10:31.601 AM,66.0
2801,66,inactive,closed,inactive,active,73.0,62,0,2019-10-22 9:10:31.601 AM,66.0
2802,66,inactive,closed,inactive,active,73.0,62,46,2019-10-22 9:10:32.461 AM,66.0
2803,66,inactive,closed,inactive,active,73.0,62,46,2019-10-22 9:10:32.461 AM,66.0
2804,66,inactive,closed,inactive,inactive,73.0,62,46,2019-10-22 9:10:41.171 AM,66.0
2805,66,inactive,closed,inactive,inactive,73.0,62,46,2019-10-22 9:10:41.171 AM,66.0
2806,66,inactive,closed,active,inactive,73.0,62,46,2019-10-22 9:11:43.750 AM,66.0
2807,66,inactive,closed,active,active,73.0,62,46,2019-10-22 9:11:44.361 AM,66.0
2808,66,inactive,closed,active,active,73.0,62,46,2019-10-22 9:11:44.361 AM,66.0
2809,66,inactive,closed,active,inactive,73.0,62,46,2019-10-22 9:12:13.061 AM,66.0
2810,66,inactive,closed,active,inactive,73.0,62,46,2019-10-22 9:12:13.061 AM,66.0
2811,66,inactive,closed,active,active,73.0,62,46,2019-10-22 9:12:13.901 AM,66.0
2812,66,inactive,closed,active,active,73.0,62,46,2019-10-22 9:12:13.901 AM,66.0
2813,66,inactive,open,active,active,73.0,62,46,2019-10-22 9:12:20.200 AM,66.0
2815,66,inactive,open,inactive,active,73.0,62,46,2019-10-22 9:12:29.130 AM,66.0
2816,66,inactive,open,active,active,73.0,62,46,2019-10-22 9:12:42.430 AM,66.0
2818,66,active,open,active,active,73.0,62,46,2019-10-22 9:12:54.173 AM,66.0
2823,66,active,open,inactive,active,73.0,62,46,2019-10-22 9:13:03.670 AM,66.0
2837,66,active,open,inactive,inactive,73.0,62,46,2019-10-22 9:13:19.171 AM,66.0
2838,66,active,open,inactive,inactive,73.0,62,46,2019-10-22 9:13:19.171 AM,66.0
2842,66,inactive,open,inactive,inactive,73.0,62,46,2019-10-22 9:13:24.270 AM,66.0
2844,66,active,open,inactive,inactive,73.0,62,46,2019-10-22 9:13:38.405 AM,66.0
2849,66,inactive,open,inactive,inactive,73.0,62,46,2019-10-22 9:13:48.380 AM,66.0
2851,66,active,open,inactive,inactive,73.0,62,46,2019-10-22 9:14:22.809 AM,66.0
2856,66,active,closed,inactive,inactive,73.0,62,46,2019-10-22 9:14:27.881 AM,66.0
2859,66,active,open,inactive,inactive,73.0,62,46,2019-10-22 9:14:28.870 AM,66.0
2862,66,active,closed,inactive,inactive,73.0,62,46,2019-10-22 9:14:29.891 AM,66.0
2867,66,inactive,closed,inactive,inactive,73.0,62,46,2019-10-22 9:14:32.845 AM,66.0
2869,66,inactive,open,inactive,inactive,73.0,62,46,2019-10-22 9:14:36.850 AM,66.0
2874,66,inactive,closed,inactive,inactive,73.0,62,46,2019-10-22 9:14:40.391 AM,66.0
2879,66,active,closed,inactive,inactive,73.0,62,46,2019-10-22 9:14:42.875 AM,66.0
2882,66,inactive,closed,inactive,inactive,73.0,62,46,2019-10-22 9:14:52.906 AM,66.0
2883,66,inactive,closed,inactive,inactive,72.3,62,46,2019-10-22 9:18:32.411 AM,66.0
2884,66,inactive,closed,inactive,inactive,72.3,62,46,2019-10-22 9:18:32.411 AM,66.0
2885,66,inactive,closed,inactive,inactive,72.3,62,4,2019-10-22 9:18:33.431 AM,66.0
2886,66,inactive,closed,inactive,inactive,72.3,62,4,2019-10-22 9:18:33.431 AM,66.0
2887,67,inactive,closed,inactive,inactive,72.3,62,4,2019-10-22 9:22:49.615 AM,66.0
2888,67,inactive,closed,active,inactive,72.3,62,4,2019-10-22 9:26:30.200 AM,66.0
2889,67,inactive,closed,active,inactive,72.6,62,4,2019-10-22 9:26:33.361 AM,66.0
2890,67,inactive,closed,active,inactive,72.6,62,4,2019-10-22 9:26:33.361 AM,66.0
2891,67,inactive,closed,active,inactive,72.6,62,5,2019-10-22 9:26:34.381 AM,66.0
2892,67,inactive,closed,active,inactive,72.6,62,5,2019-10-22 9:26:34.381 AM,66.0
2893,67,inactive,closed,inactive,inactive,72.6,62,5,2019-10-22 9:26:41.280 AM,66.0
2894,66,inactive,closed,inactive,inactive,72.6,62,5,2019-10-22 9:27:50.653 AM,66.0
2895,66,inactive,closed,inactive,inactive,72.8,62,5,2019-10-22 9:34:34.301 AM,66.0
2896,66,inactive,closed,inactive,inactive,72.8,62,5,2019-10-22 9:34:34.301 AM,66.0
2897,66,inactive,closed,inactive,inactive,72.8,62,4,2019-10-22 9:34:35.451 AM,66.0
2898,66,inactive,closed,inactive,inactive,72.8,62,4,2019-10-22 9:34:35.451 AM,66.0
2899,66,inactive,closed,active,inactive,72.8,62,4,2019-10-22 9:38:59.080 AM,66.0
2900,66,inactive,closed,active,active,72.8,62,4,2019-10-22 9:38:59.721 AM,66.0
2901,66,inactive,closed,active,active,72.8,62,4,2019-10-22 9:38:59.721 AM,66.0
2903,66,active,closed,active,active,72.8,62,4,2019-10-22 9:39:21.523 AM,66.0
2904,66,active,open,active,active,72.8,62,4,2019-10-22 9:39:21.940 AM,66.0
2910,66,active,closed,active,active,72.8,62,4,2019-10-22 9:39:26.482 AM,66.0
2913,66,inactive,closed,active,active,72.8,62,4,2019-10-22 9:39:31.548 AM,66.0
2914,66,inactive,closed,inactive,active,72.8,62,4,2019-10-22 9:39:31.616 AM,66.0
2915,66,inactive,open,inactive,active,72.8,62,4,2019-10-22 9:39:45.188 AM,66.0
2918,66,active,open,inactive,active,72.8,62,4,2019-10-22 9:39:47.743 AM,66.0
2919,66,active,open,inactive,inactive,72.8,62,4,2019-10-22 9:39:48.331 AM,66.0
2920,66,active,open,inactive,inactive,72.8,62,4,2019-10-22 9:39:48.331 AM,66.0
2922,66,active,closed,inactive,inactive,72.8,62,4,2019-10-22 9:39:48.900 AM,66.0
2928,66,inactive,closed,inactive,inactive,72.8,62,4,2019-10-22 9:39:57.770 AM,66.0
2929,66,inactive,closed,inactive,inactive,72.9,62,4,2019-10-22 9:42:35.271 AM,66.0
2930,66,inactive,closed,inactive,inactive,72.9,62,4,2019-10-22 9:42:35.271 AM,66.0
2931,66,inactive,closed,inactive,inactive,72.9,62,0,2019-10-22 9:42:36.291 AM,66.0
2932,66,inactive,closed,inactive,inactive,72.9,62,0,2019-10-22 9:42:36.291 AM,66.0
2933,66,inactive,closed,inactive,inactive,73.0,62,0,2019-10-22 9:50:36.231 AM,66.0
2934,66,inactive,closed,inactive,inactive,73.0,62,0,2019-10-22 9:50:36.231 AM,66.0
2935,66,inactive,closed,inactive,inactive,73.1,62,0,2019-10-22 10:06:38.151 AM,66.0
2936,66,inactive,closed,inactive,inactive,73.1,62,0,2019-10-22 10:06:38.151 AM,66.0
2937,66,inactive,closed,active,inactive,73.1,62,0,2019-10-22 10:13:21.559 AM,66.0
2938,66,inactive,closed,active,active,73.1,62,0,2019-10-22 10:13:24.031 AM,66.0
2939,66,inactive,closed,active,active,73.1,62,0,2019-10-22 10:13:24.031 AM,66.0
2940,66,inactive,closed,inactive,active,73.1,62,0,2019-10-22 10:13:35.538 AM,66.0
2941,66,inactive,closed,active,active,73.1,62,0,2019-10-22 10:13:41.360 AM,66.0
2942,66,inactive,closed,inactive,active,73.1,62,0,2019-10-22 10:13:55.511 AM,66.0
2943,66,inactive,closed,inactive,inactive,73.1,62,0,2019-10-22 10:14:11.431 AM,66.0
2944,66,inactive,closed,inactive,inactive,73.1,62,0,2019-10-22 10:14:11.431 AM,66.0
2945,66,inactive,closed,active,inactive,73.1,62,0,2019-10-22 10:35:25.906 AM,66.0
2946,66,inactive,closed,inactive,inactive,73.1,62,0,2019-10-22 10:35:36.277 AM,66.0
2947,66,inactive,closed,active,inactive,73.1,62,0,2019-10-22 10:36:05.925 AM,66.0
2948,66,inactive,closed,inactive,inactive,73.1,62,0,2019-10-22 10:36:16.786 AM,66.0
2949,66,inactive,closed,active,inactive,73.1,62,0,2019-10-22 10:36:22.059 AM,66.0
2950,66,inactive,closed,inactive,inactive,73.1,62,0,2019-10-22 10:36:33.339 AM,66.0
2951,66,inactive,closed,active,inactive,73.1,62,0,2019-10-22 10:36:59.990 AM,66.0
2952,66,inactive,closed,inactive,inactive,73.1,62,0,2019-10-22 10:37:10.236 AM,66.0
2953,66,inactive,closed,active,inactive,73.1,62,0,2019-10-22 10:38:21.890 AM,66.0
2954,66,inactive,closed,inactive,inactive,73.1,62,0,2019-10-22 10:38:55.318 AM,66.0
2955,66,inactive,closed,active,inactive,73.1,62,0,2019-10-22 10:39:00.955 AM,66.0
2956,66,inactive,closed,active,active,73.1,62,0,2019-10-22 10:39:21.761 AM,66.0
2957,66,inactive,closed,active,active,73.1,62,0,2019-10-22 10:39:21.761 AM,66.0
2959,66,active,closed,active,active,73.1,62,0,2019-10-22 10:39:29.693 AM,66.0
2961,66,active,open,active,active,73.1,62,0,2019-10-22 10:39:31.140 AM,66.0
2967,66,active,closed,active,active,73.1,62,0,2019-10-22 10:39:36.789 AM,66.0
2969,66,inactive,closed,active,active,73.1,62,0,2019-10-22 10:39:39.710 AM,66.0
2970,66,inactive,closed,inactive,active,73.1,62,0,2019-10-22 10:39:39.840 AM,66.0
2971,66,inactive,open,inactive,active,73.1,62,0,2019-10-22 10:39:40.101 AM,66.0
2973,66,inactive,closed,inactive,active,73.1,62,0,2019-10-22 10:39:45.798 AM,66.0
2975,66,inactive,open,inactive,active,73.1,62,0,2019-10-22 10:39:47.141 AM,66.0
2978,66,inactive,open,active,active,73.1,62,0,2019-10-22 10:39:47.240 AM,66.0
2981,66,active,open,active,active,73.1,62,0,2019-10-22 10:39:49.747 AM,66.0
2983,66,active,closed,active,active,73.1,62,0,2019-10-22 10:39:50.549 AM,66.0
2989,66,active,closed,active,inactive,73.1,62,0,2019-10-22 10:39:54.301 AM,66.0
2990,66,active,closed,active,inactive,73.1,62,0,2019-10-22 10:39:54.301 AM,66.0
2991,66,active,closed,inactive,inactive,73.1,62,0,2019-10-22 10:39:58.377 AM,66.0
2992,66,inactive,closed,inactive,inactive,73.1,62,0,2019-10-22 10:39:59.771 AM,66.0
2993,66,inactive,closed,inactive,inactive,73.0,62,0,2019-10-22 10:46:42.911 AM,66.0
2994,66,inactive,closed,inactive,inactive,73.0,62,0,2019-10-22 10:46:42.911 AM,66.0
2995,66,inactive,closed,inactive,inactive,72.9,62,0,2019-10-22 11:10:45.791 AM,66.0
2996,66,inactive,closed,inactive,inactive,72.9,62,0,2019-10-22 11:10:45.791 AM,66.0
2997,66,inactive,closed,active,inactive,72.9,62,0,2019-10-22 11:31:51.256 AM,66.0
2998,66,inactive,closed,inactive,inactive,72.9,62,0,2019-10-22 11:32:02.380 AM,66.0
2999,66,inactive,closed,active,inactive,72.9,62,0,2019-10-22 11:35:43.202 AM,66.0
3000,66,inactive,closed,inactive,inactive,72.9,62,0,2019-10-22 11:35:54.028 AM,66.0
3001,66,inactive,closed,active,inactive,72.9,62,0,2019-10-22 11:40:08.519 AM,66.0
3002,66,inactive,closed,inactive,inactive,72.9,62,0,2019-10-22 11:40:18.726 AM,66.0
3003,66,inactive,closed,inactive,inactive,73.0,62,0,2019-10-22 11:42:49.631 AM,66.0
3004,66,inactive,closed,inactive,inactive,73.0,62,0,2019-10-22 11:42:49.631 AM,66.0
3005,66,inactive,closed,active,inactive,73.0,62,0,2019-10-22 11:46:38.700 AM,66.0
3006,66,inactive,closed,inactive,inactive,73.0,62,0,2019-10-22 11:46:57.430 AM,66.0
3007,66,inactive,closed,active,inactive,73.0,62,0,2019-10-22 11:48:54.447 AM,66.0
3008,66,inactive,closed,inactive,inactive,73.0,62,0,2019-10-22 11:49:04.689 AM,66.0
3009,66,inactive,closed,inactive,inactive,73.1,62,0,2019-10-22 11:58:51.531 AM,66.0
3010,66,inactive,closed,inactive,inactive,73.1,62,0,2019-10-22 11:58:51.531 AM,66.0
3011,66,inactive,closed,inactive,inactive,73.0,62,0,2019-10-22 12:06:52.491 PM,66.0
3012,66,inactive,closed,inactive,inactive,73.0,62,0,2019-10-22 12:06:52.491 PM,66.0
3013,66,inactive,open,inactive,inactive,73.0,62,0,2019-10-22 12:07:01.021 PM,66.0
3016,66,active,open,inactive,inactive,73.0,62,0,2019-10-22 12:07:05.298 PM,66.0
3017,66,active,open,inactive,active,73.0,62,0,2019-10-22 12:07:05.351 PM,66.0
3018,66,active,open,inactive,active,73.0,62,0,2019-10-22 12:07:05.351 PM,66.0
3019,66,active,open,active,active,73.0,62,0,2019-10-22 12:07:05.360 PM,66.0
3020,66,active,closed,active,active,73.0,62,0,2019-10-22 12:07:05.422 PM,66.0
3026,66,inactive,closed,active,active,73.0,62,0,2019-10-22 12:07:15.380 PM,66.0
3027,66,inactive,closed,inactive,active,73.0,62,0,2019-10-22 12:07:26.500 PM,66.0
3028,66,inactive,closed,inactive,inactive,73.0,62,0,2019-10-22 12:07:34.751 PM,66.0
3029,66,inactive,closed,inactive,inactive,73.0,62,0,2019-10-22 12:07:34.751 PM,66.0
3030,66,inactive,closed,active,inactive,73.0,62,0,2019-10-22 12:09:41.189 PM,66.0
3031,66,inactive,closed,active,active,73.0,62,0,2019-10-22 12:09:45.011 PM,66.0
3032,66,inactive,closed,active,active,73.0,62,0,2019-10-22 12:09:45.011 PM,66.0
3033,66,inactive,closed,inactive,active,73.0,62,0,2019-10-22 12:09:54.250 PM,66.0
3034,66,inactive,closed,active,active,73.0,62,0,2019-10-22 12:10:12.237 PM,66.0
3035,66,inactive,closed,active,inactive,73.0,62,0,2019-10-22 12:10:12.580 PM,66.0
3036,66,inactive,closed,active,inactive,73.0,62,0,2019-10-22 12:10:12.580 PM,66.0
3037,66,inactive,closed,active,active,73.0,62,0,2019-10-22 12:10:15.091 PM,66.0
3038,66,inactive,closed,active,active,73.0,62,0,2019-10-22 12:10:15.091 PM,66.0
3039,66,inactive,closed,inactive,active,73.0,62,0,2019-10-22 12:10:26.350 PM,66.0
3040,66,inactive,closed,inactive,inactive,73.0,62,0,2019-10-22 12:10:42.671 PM,66.0
3041,66,inactive,closed,inactive,inactive,73.0,62,0,2019-10-22 12:10:42.671 PM,66.0
3042,66,inactive,closed,inactive,inactive,73.0,61,0,2019-10-22 12:22:54.571 PM,66.0
3043,66,inactive,closed,inactive,inactive,73.0,61,0,2019-10-22 12:22:54.571 PM,66.0
3044,66,inactive,closed,active,inactive,73.0,61,0,2019-10-22 12:42:50.190 PM,66.0
3046,66,active,closed,active,inactive,73.0,61,0,2019-10-22 12:42:57.643 PM,66.0
3047,66,active,open,active,inactive,73.0,61,0,2019-10-22 12:42:58.065 PM,66.0
3053,66,active,closed,active,inactive,73.0,61,0,2019-10-22 12:43:02.305 PM,66.0
3056,66,active,closed,inactive,inactive,73.0,61,0,2019-10-22 12:43:03.160 PM,66.0
3058,66,active,closed,active,inactive,73.0,61,0,2019-10-22 12:43:04.184 PM,66.0
3059,66,active,closed,active,active,73.0,61,0,2019-10-22 12:43:04.551 PM,66.0
3060,66,active,closed,active,active,73.0,61,0,2019-10-22 12:43:04.551 PM,66.0
3062,66,active,closed,active,active,73.0,61,0,2019-10-22 12:43:04.871 PM,66.0
3063,66,active,closed,active,active,73.0,61,0,2019-10-22 12:43:04.871 PM,66.0
3066,66,inactive,closed,active,active,73.0,61,0,2019-10-22 12:43:07.667 PM,66.0
3067,66,inactive,closed,inactive,active,73.0,61,0,2019-10-22 12:43:16.445 PM,66.0
3068,66,inactive,closed,inactive,inactive,73.0,61,0,2019-10-22 12:43:33.251 PM,66.0
3069,66,inactive,closed,inactive,inactive,73.0,61,0,2019-10-22 12:43:33.251 PM,66.0
3070,66,inactive,closed,active,inactive,73.0,61,0,2019-10-22 12:48:19.074 PM,66.0
3071,66,inactive,closed,active,active,73.0,61,0,2019-10-22 12:48:21.271 PM,66.0
3072,66,inactive,closed,active,active,73.0,61,0,2019-10-22 12:48:21.271 PM,66.0
3073,66,inactive,closed,inactive,active,73.0,61,0,2019-10-22 12:48:42.857 PM,66.0
3074,66,inactive,closed,inactive,inactive,73.0,61,0,2019-10-22 12:48:59.912 PM,66.0
3075,66,inactive,closed,inactive,inactive,73.0,61,0,2019-10-22 12:48:59.912 PM,66.0
3076,66,inactive,open,inactive,inactive,73.0,61,0,2019-10-22 12:50:15.048 PM,66.0
3079,66,active,open,inactive,inactive,73.0,61,0,2019-10-22 12:50:24.513 PM,66.0
3085,66,active,closed,inactive,inactive,73.0,61,0,2019-10-22 12:50:29.937 PM,66.0
3088,66,active,closed,active,inactive,73.0,61,0,2019-10-22 12:50:30.664 PM,66.0
3090,66,active,closed,active,active,73.0,61,0,2019-10-22 12:50:32.161 PM,66.0
3091,66,active,closed,active,active,73.0,61,0,2019-10-22 12:50:32.161 PM,66.0
3094,66,inactive,closed,active,active,73.0,61,0,2019-10-22 12:50:34.534 PM,66.0
3095,66,inactive,closed,inactive,active,73.0,61,0,2019-10-22 12:50:55.220 PM,66.0
3096,66,inactive,closed,inactive,inactive,73.0,61,0,2019-10-22 12:51:10.181 PM,66.0
3097,66,inactive,closed,inactive,inactive,73.0,61,0,2019-10-22 12:51:10.181 PM,66.0
3098,66,inactive,closed,active,inactive,73.0,61,0,2019-10-22 1:11:51.150 PM,66.0
3099,66,inactive,closed,inactive,inactive,73.0,61,0,2019-10-22 1:12:01.700 PM,66.0
3100,66,inactive,closed,active,inactive,73.0,61,0,2019-10-22 1:15:10.350 PM,66.0
3101,66,inactive,closed,inactive,inactive,73.0,61,0,2019-10-22 1:15:21.810 PM,66.0
3102,66,inactive,closed,inactive,inactive,73.0,60,0,2019-10-22 1:35:03.181 PM,66.0
3103,66,inactive,closed,inactive,inactive,73.0,60,0,2019-10-22 1:35:03.181 PM,66.0
3104,66,inactive,closed,inactive,inactive,73.0,61,0,2019-10-22 1:51:05.101 PM,66.0
3105,66,inactive,closed,inactive,inactive,73.0,61,0,2019-10-22 1:51:05.101 PM,66.0
3106,66,inactive,closed,active,inactive,73.0,61,0,2019-10-22 2:00:24.070 PM,66.0
3107,66,inactive,closed,active,active,73.0,61,0,2019-10-22 2:00:28.221 PM,66.0
3108,66,inactive,closed,active,active,73.0,61,0,2019-10-22 2:00:28.221 PM,66.0
3109,66,inactive,closed,inactive,active,73.0,61,0,2019-10-22 2:00:36.170 PM,66.0
3110,66,inactive,closed,active,active,73.0,61,0,2019-10-22 2:00:39.790 PM,66.0
3111,66,inactive,closed,inactive,active,73.0,61,0,2019-10-22 2:00:53.921 PM,66.0
3112,66,inactive,closed,inactive,inactive,73.0,61,0,2019-10-22 2:00:55.811 PM,66.0
3113,66,inactive,closed,inactive,inactive,73.0,61,0,2019-10-22 2:00:55.811 PM,66.0
3114,66,inactive,closed,active,inactive,73.0,61,0,2019-10-22 2:02:50.405 PM,66.0
3115,66,inactive,closed,inactive,inactive,73.0,61,0,2019-10-22 2:03:07.501 PM,66.0
3116,66,inactive,closed,active,inactive,73.0,61,0,2019-10-22 2:03:48.060 PM,66.0
3117,66,inactive,closed,active,active,73.0,61,0,2019-10-22 2:04:01.931 PM,66.0
3118,66,inactive,closed,active,active,73.0,61,0,2019-10-22 2:04:01.931 PM,66.0
3119,66,inactive,closed,active,active,73.0,61,0,2019-10-22 2:04:02.261 PM,66.0
3120,66,inactive,closed,active,active,73.0,61,0,2019-10-22 2:04:02.261 PM,66.0
3121,66,inactive,closed,inactive,active,73.0,61,0,2019-10-22 2:04:47.796 PM,66.0
3122,66,inactive,closed,active,active,73.0,61,0,2019-10-22 2:04:52.955 PM,66.0
3123,66,inactive,closed,active,inactive,73.0,61,0,2019-10-22 2:04:53.961 PM,66.0
3124,66,inactive,closed,active,inactive,73.0,61,0,2019-10-22 2:04:53.961 PM,66.0
3125,66,inactive,closed,inactive,inactive,73.0,61,0,2019-10-22 2:05:17.824 PM,66.0
3126,66,inactive,closed,inactive,inactive,73.1,61,0,2019-10-22 2:07:06.841 PM,66.0
3127,66,inactive,closed,inactive,inactive,73.1,61,0,2019-10-22 2:07:06.841 PM,66.0
3128,66,inactive,closed,active,inactive,73.1,61,0,2019-10-22 2:07:29.701 PM,66.0
3129,66,inactive,closed,inactive,inactive,73.1,61,0,2019-10-22 2:07:49.519 PM,66.0
3130,66,inactive,closed,active,inactive,73.1,61,0,2019-10-22 2:12:50.440 PM,66.0
3131,66,inactive,closed,inactive,inactive,73.1,61,0,2019-10-22 2:13:04.440 PM,66.0
3132,66,inactive,closed,active,inactive,73.1,61,0,2019-10-22 2:13:05.646 PM,66.0
3133,66,inactive,open,active,inactive,73.1,61,0,2019-10-22 2:13:19.775 PM,66.0
3136,66,active,open,active,inactive,73.1,61,0,2019-10-22 2:13:20.192 PM,66.0
3140,66,active,closed,active,inactive,73.1,61,0,2019-10-22 2:13:23.251 PM,66.0
3144,66,active,closed,inactive,inactive,73.1,61,0,2019-10-22 2:13:27.060 PM,66.0
3146,66,inactive,closed,inactive,inactive,73.1,61,0,2019-10-22 2:13:29.908 PM,66.0
3147,66,inactive,closed,inactive,inactive,73.1,62,0,2019-10-22 2:15:07.960 PM,66.0
3148,66,inactive,closed,inactive,inactive,73.1,62,0,2019-10-22 2:15:07.960 PM,66.0
3149,67,inactive,closed,inactive,inactive,73.1,62,0,2019-10-22 2:18:49.288 PM,66.0
3151,67,inactive,closed,active,inactive,73.1,62,0,2019-10-22 3:14:18.949 PM,66.0
3152,67,inactive,closed,active,active,73.1,62,0,2019-10-22 3:14:19.481 PM,66.0
3153,67,inactive,closed,active,active,73.1,62,0,2019-10-22 3:14:19.481 PM,66.0
