name,time,value
contact,2019-10-22 9:55:07.683 PM,closed
status,2019-10-22 9:55:07.681 PM,closed
threeAxis,2019-10-22 9:55:06.960 PM,"133,-16,-1030"
acceleration,2019-10-22 9:55:05.944 PM,active
threeAxis,2019-10-22 9:55:05.936 PM,"213,-2,-1024"
contact,2019-10-22 9:55:04.204 PM,open
status,2019-10-22 9:55:04.200 PM,open
acceleration,2019-10-22 9:11:26.548 PM,inactive
threeAxis,2019-10-22 9:11:24.569 PM,"47,1,-1025"
threeAxis,2019-10-22 9:11:23.566 PM,"53,-7,-1044"
threeAxis,2019-10-22 9:11:22.559 PM,"58,-2,-1034"
threeAxis,2019-10-22 9:11:21.570 PM,"34,6,-1036"
contact,2019-10-22 9:11:20.687 PM,closed
status,2019-10-22 9:11:20.685 PM,closed
threeAxis,2019-10-22 9:11:20.540 PM,"48,-21,-1028"
threeAxis,2019-10-22 9:11:19.530 PM,"68,-10,-1036"
threeAxis,2019-10-22 9:11:18.530 PM,"90,-11,-1037"
threeAxis,2019-10-22 9:11:17.527 PM,"150,-3,-1028"
acceleration,2019-10-22 9:11:16.523 PM,active
threeAxis,2019-10-22 9:11:16.521 PM,"-89,-11,-1039"
contact,2019-10-22 9:11:16.037 PM,open
status,2019-10-22 9:11:16.035 PM,open
acceleration,2019-10-22 8:36:23.693 PM,inactive
threeAxis,2019-10-22 8:36:20.714 PM,"49,1,-1030"
threeAxis,2019-10-22 8:36:19.710 PM,"50,3,-1031"
threeAxis,2019-10-22 8:36:18.704 PM,"45,4,-1032"
threeAxis,2019-10-22 8:36:17.700 PM,"49,4,-1036"
threeAxis,2019-10-22 8:36:16.690 PM,"114,1,-1028"
threeAxis,2019-10-22 8:36:15.684 PM,"60,0,-1033"
contact,2019-10-22 8:36:15.174 PM,closed
status,2019-10-22 8:36:15.170 PM,closed
threeAxis,2019-10-22 8:36:14.671 PM,"71,-36,-1034"
acceleration,2019-10-22 8:36:13.675 PM,active
threeAxis,2019-10-22 8:36:13.671 PM,"245,1,-1028"
contact,2019-10-22 8:36:11.415 PM,open
status,2019-10-22 8:36:11.413 PM,open
threeAxis,2019-10-22 8:31:13.805 PM,"55,2,-1031"
acceleration,2019-10-22 8:31:13.720 PM,inactive
threeAxis,2019-10-22 8:31:12.750 PM,"51,2,-1029"
threeAxis,2019-10-22 8:31:11.751 PM,"53,4,-1033"
threeAxis,2019-10-22 8:31:10.741 PM,"59,0,-1029"
threeAxis,2019-10-22 8:31:09.735 PM,"-480,326,-950"
threeAxis,2019-10-22 8:31:08.758 PM,"101,13,-1031"
contact,2019-10-22 8:31:08.513 PM,closed
status,2019-10-22 8:31:08.509 PM,closed
threeAxis,2019-10-22 8:31:07.710 PM,"78,-61,-1031"
threeAxis,2019-10-22 8:31:06.708 PM,"93,2,-1029"
threeAxis,2019-10-22 8:31:05.707 PM,"67,-38,-1034"
threeAxis,2019-10-22 8:31:04.694 PM,"-59,-45,-1062"
acceleration,2019-10-22 8:31:03.692 PM,active
threeAxis,2019-10-22 8:31:03.688 PM,"-90,1,-1024"
contact,2019-10-22 8:31:03.555 PM,open
status,2019-10-22 8:31:03.551 PM,open
acceleration,2019-10-22 8:08:22.830 PM,inactive
threeAxis,2019-10-22 8:08:19.266 PM,"48,5,-1034"
threeAxis,2019-10-22 8:08:17.837 PM,"52,4,-1034"
threeAxis,2019-10-22 8:08:16.835 PM,"56,2,-1032"
contact,2019-10-22 8:08:16.313 PM,closed
status,2019-10-22 8:08:16.311 PM,closed
threeAxis,2019-10-22 8:08:15.820 PM,"-48,-58,-1038"
threeAxis,2019-10-22 8:08:14.820 PM,"152,-9,-1032"
threeAxis,2019-10-22 8:08:13.840 PM,"55,-39,-1037"
contact,2019-10-22 8:08:13.232 PM,open
status,2019-10-22 8:08:13.230 PM,open
acceleration,2019-10-22 8:08:12.813 PM,active
threeAxis,2019-10-22 8:08:12.811 PM,"-93,-4,-1040"
acceleration,2019-10-22 7:54:24.380 PM,inactive
threeAxis,2019-10-22 7:54:21.427 PM,"53,6,-1036"
threeAxis,2019-10-22 7:54:20.408 PM,"53,6,-1031"
threeAxis,2019-10-22 7:54:19.390 PM,"79,-6,-1034"
threeAxis,2019-10-22 7:54:18.390 PM,"54,5,-1030"
contact,2019-10-22 7:54:17.655 PM,closed
status,2019-10-22 7:54:17.651 PM,closed
threeAxis,2019-10-22 7:54:17.377 PM,"65,-46,-1033"
threeAxis,2019-10-22 7:54:16.370 PM,"153,2,-1032"
threeAxis,2019-10-22 7:54:15.390 PM,"206,-72,-1026"
acceleration,2019-10-22 7:54:14.353 PM,active
threeAxis,2019-10-22 7:54:14.351 PM,"-243,-6,-1034"
acceleration,2019-10-22 7:53:10.777 PM,inactive
threeAxis,2019-10-22 7:53:01.677 PM,"49,3,-1029"
acceleration,2019-10-22 7:53:00.738 PM,active
threeAxis,2019-10-22 7:53:00.705 PM,"48,4,-1033"
threeAxis,2019-10-22 7:52:59.660 PM,"51,1,-1034"
threeAxis,2019-10-22 7:52:58.656 PM,"32,2,-1032"
threeAxis,2019-10-22 7:52:57.645 PM,"177,19,-1023"
threeAxis,2019-10-22 7:52:56.058 PM,"67,3,-1034"
threeAxis,2019-10-22 7:52:55.046 PM,"70,3,-1031"
threeAxis,2019-10-22 7:52:54.047 PM,"89,-3,-1031"
threeAxis,2019-10-22 7:52:53.040 PM,"24,-23,-1035"
threeAxis,2019-10-22 7:52:52.086 PM,"-100,-5,-1036"
contact,2019-10-22 7:52:52.015 PM,open
status,2019-10-22 7:52:52.011 PM,open
acceleration,2019-10-22 7:52:50.670 PM,inactive
contact,2019-10-22 7:52:46.587 PM,closed
status,2019-10-22 7:52:46.585 PM,closed
threeAxis,2019-10-22 7:52:44.667 PM,"65,2,-1029"
threeAxis,2019-10-22 7:52:43.655 PM,"87,4,-1032"
threeAxis,2019-10-22 7:52:42.650 PM,"84,-11,-1031"
threeAxis,2019-10-22 7:52:41.696 PM,"61,-24,-1037"
acceleration,2019-10-22 7:52:40.657 PM,active
threeAxis,2019-10-22 7:52:40.655 PM,"-129,-16,-1028"
contact,2019-10-22 7:52:40.453 PM,open
status,2019-10-22 7:52:40.451 PM,open
acceleration,2019-10-22 7:52:24.450 PM,inactive
threeAxis,2019-10-22 7:52:21.465 PM,"50,6,-1035"
threeAxis,2019-10-22 7:52:20.451 PM,"52,3,-1032"
threeAxis,2019-10-22 7:52:19.440 PM,"48,5,-1035"
threeAxis,2019-10-22 7:52:18.441 PM,"16,-5,-1042"
contact,2019-10-22 7:52:18.142 PM,closed
status,2019-10-22 7:52:18.140 PM,closed
threeAxis,2019-10-22 7:52:17.431 PM,"-32,-6,-1037"
threeAxis,2019-10-22 7:52:16.435 PM,"120,-5,-1025"
threeAxis,2019-10-22 7:52:15.450 PM,"41,-54,-1036"
acceleration,2019-10-22 7:52:14.415 PM,active
threeAxis,2019-10-22 7:52:14.413 PM,"-165,-17,-1056"
contact,2019-10-22 7:52:14.332 PM,open
status,2019-10-22 7:52:14.331 PM,open
acceleration,2019-10-22 7:51:17.237 PM,inactive
threeAxis,2019-10-22 7:51:11.230 PM,"53,8,-1034"
threeAxis,2019-10-22 7:51:10.230 PM,"53,3,-1030"
threeAxis,2019-10-22 7:51:09.650 PM,"50,2,-1033"
threeAxis,2019-10-22 7:51:08.212 PM,"55,4,-1028"
acceleration,2019-10-22 7:51:07.206 PM,active
threeAxis,2019-10-22 7:51:07.203 PM,"-391,-65,-998"
contact,2019-10-22 7:51:07.147 PM,closed
status,2019-10-22 7:51:07.145 PM,closed
contact,2019-10-22 7:51:00.524 PM,open
status,2019-10-22 7:51:00.522 PM,open
acceleration,2019-10-22 7:50:06.010 PM,inactive
threeAxis,2019-10-22 7:50:01.039 PM,"-2,-2,-1033"
contact,2019-10-22 7:50:00.793 PM,closed
status,2019-10-22 7:50:00.791 PM,closed
threeAxis,2019-10-22 7:50:00.080 PM,"61,-16,-1036"
threeAxis,2019-10-22 7:49:59.031 PM,"68,2,-1033"
threeAxis,2019-10-22 7:49:58.029 PM,"85,-2,-1023"
threeAxis,2019-10-22 7:49:57.036 PM,"86,-4,-1030"
threeAxis,2019-10-22 7:49:56.014 PM,"100,-30,-1035"
threeAxis,2019-10-22 7:49:54.990 PM,"-239,-3,-1036"
threeAxis,2019-10-22 7:49:50.960 PM,"33,0,-1033"
threeAxis,2019-10-22 7:49:49.971 PM,"28,4,-1030"
threeAxis,2019-10-22 7:49:48.950 PM,"63,0,-1030"
threeAxis,2019-10-22 7:49:47.951 PM,"102,-8,-1045"
threeAxis,2019-10-22 7:49:46.950 PM,"27,-71,-1037"
acceleration,2019-10-22 7:49:45.940 PM,active
threeAxis,2019-10-22 7:49:45.938 PM,"-117,6,-1037"
contact,2019-10-22 7:49:45.891 PM,open
status,2019-10-22 7:49:45.886 PM,open
threeAxis,2019-10-22 7:47:31.350 PM,"47,4,-1037"
threeAxis,2019-10-22 7:47:30.380 PM,"52,2,-1029"
threeAxis,2019-10-22 7:47:29.330 PM,"51,1,-1032"
threeAxis,2019-10-22 7:47:28.360 PM,"45,3,-1034"
contact,2019-10-22 7:47:27.500 PM,closed
status,2019-10-22 7:47:27.498 PM,closed
threeAxis,2019-10-22 7:47:27.376 PM,"-94,-34,-1082"
acceleration,2019-10-22 7:47:23.790 PM,inactive
threeAxis,2019-10-22 7:47:23.370 PM,"50,2,-1031"
contact,2019-10-22 7:47:21.663 PM,open
status,2019-10-22 7:47:21.661 PM,open
threeAxis,2019-10-22 7:47:21.431 PM,"49,2,-1034"
threeAxis,2019-10-22 7:47:17.820 PM,"50,2,-1031"
threeAxis,2019-10-22 7:47:16.805 PM,"51,5,-1032"
threeAxis,2019-10-22 7:47:15.773 PM,"49,2,-1034"
threeAxis,2019-10-22 7:47:14.770 PM,"53,5,-1029"
acceleration,2019-10-22 7:47:13.767 PM,active
threeAxis,2019-10-22 7:47:13.764 PM,"657,-46,-1042"
acceleration,2019-10-22 6:38:10.387 PM,inactive
threeAxis,2019-10-22 6:38:06.390 PM,"50,4,-1031"
threeAxis,2019-10-22 6:38:05.385 PM,"46,1,-1036"
threeAxis,2019-10-22 6:38:04.386 PM,"50,6,-1029"
threeAxis,2019-10-22 6:38:03.370 PM,"57,2,-1034"
threeAxis,2019-10-22 6:38:02.365 PM,"30,13,-1044"
contact,2019-10-22 6:38:01.991 PM,closed
status,2019-10-22 6:38:01.989 PM,closed
threeAxis,2019-10-22 6:38:01.361 PM,"152,-61,-1031"
acceleration,2019-10-22 6:38:00.358 PM,active
threeAxis,2019-10-22 6:38:00.356 PM,"191,5,-1025"
contact,2019-10-22 6:37:57.134 PM,open
status,2019-10-22 6:37:57.131 PM,open
acceleration,2019-10-22 6:23:00.060 PM,inactive
threeAxis,2019-10-22 6:22:56.060 PM,"49,4,-1034"
threeAxis,2019-10-22 6:22:55.060 PM,"51,2,-1032"
threeAxis,2019-10-22 6:22:54.060 PM,"50,5,-1028"
threeAxis,2019-10-22 6:22:53.217 PM,"49,9,-1032"
threeAxis,2019-10-22 6:22:52.101 PM,"21,-39,-1031"
contact,2019-10-22 6:22:52.045 PM,closed
status,2019-10-22 6:22:52.043 PM,closed
threeAxis,2019-10-22 6:22:51.032 PM,"65,-28,-1033"
acceleration,2019-10-22 6:22:50.035 PM,active
threeAxis,2019-10-22 6:22:50.031 PM,"196,5,-1029"
contact,2019-10-22 6:22:47.840 PM,open
status,2019-10-22 6:22:47.838 PM,open
acceleration,2019-10-22 5:57:08.860 PM,inactive
threeAxis,2019-10-22 5:57:02.860 PM,"50,5,-1034"
threeAxis,2019-10-22 5:57:01.840 PM,"52,5,-1029"
threeAxis,2019-10-22 5:57:00.835 PM,"52,2,-1033"
threeAxis,2019-10-22 5:56:59.835 PM,"47,2,-1036"
acceleration,2019-10-22 5:56:58.930 PM,active
threeAxis,2019-10-22 5:56:58.928 PM,"53,-555,-1229"
contact,2019-10-22 5:56:58.655 PM,closed
status,2019-10-22 5:56:58.652 PM,closed
contact,2019-10-22 5:56:54.403 PM,open
status,2019-10-22 5:56:54.401 PM,open
threeAxis,2019-10-22 5:53:12.323 PM,"48,6,-1032"
acceleration,2019-10-22 5:53:11.560 PM,inactive
threeAxis,2019-10-22 5:53:11.260 PM,"52,4,-1031"
threeAxis,2019-10-22 5:53:10.260 PM,"54,5,-1031"
threeAxis,2019-10-22 5:53:09.264 PM,"54,6,-1035"
threeAxis,2019-10-22 5:53:08.250 PM,"-160,-19,-1002"
contact,2019-10-22 5:53:08.133 PM,closed
status,2019-10-22 5:53:08.131 PM,closed
threeAxis,2019-10-22 5:53:05.609 PM,"75,8,-1034"
threeAxis,2019-10-22 5:53:04.615 PM,"92,-22,-1031"
threeAxis,2019-10-22 5:53:03.546 PM,"7,-54,-1035"
threeAxis,2019-10-22 5:53:02.539 PM,"107,-27,-1029"
acceleration,2019-10-22 5:53:01.533 PM,active
threeAxis,2019-10-22 5:53:01.531 PM,"-129,-23,-1060"
contact,2019-10-22 5:53:01.405 PM,open
status,2019-10-22 5:53:01.401 PM,open
acceleration,2019-10-22 5:23:21.130 PM,inactive
threeAxis,2019-10-22 5:23:12.574 PM,"48,6,-1028"
threeAxis,2019-10-22 5:23:11.580 PM,"48,6,-1031"
threeAxis,2019-10-22 5:23:10.566 PM,"53,1,-1029"
threeAxis,2019-10-22 5:23:09.560 PM,"51,4,-1035"
threeAxis,2019-10-22 5:23:08.557 PM,"-129,197,-1053"
contact,2019-10-22 5:23:08.392 PM,closed
status,2019-10-22 5:23:08.391 PM,closed
threeAxis,2019-10-22 5:23:05.086 PM,"72,3,-1035"
threeAxis,2019-10-22 5:23:04.079 PM,"85,4,-1031"
threeAxis,2019-10-22 5:23:03.075 PM,"74,-36,-1034"
threeAxis,2019-10-22 5:23:02.068 PM,"54,-52,-1032"
acceleration,2019-10-22 5:23:01.067 PM,active
threeAxis,2019-10-22 5:23:01.065 PM,"-114,-3,-1023"
contact,2019-10-22 5:23:00.830 PM,open
status,2019-10-22 5:23:00.828 PM,open
acceleration,2019-10-22 5:03:21.685 PM,inactive
threeAxis,2019-10-22 5:03:15.700 PM,"30,-39,-1031"
contact,2019-10-22 5:03:15.378 PM,closed
status,2019-10-22 5:03:15.376 PM,closed
threeAxis,2019-10-22 5:03:14.675 PM,"102,4,-1034"
threeAxis,2019-10-22 5:03:13.670 PM,"103,-13,-1032"
threeAxis,2019-10-22 5:03:12.666 PM,"59,-31,-1034"
acceleration,2019-10-22 5:03:11.666 PM,active
threeAxis,2019-10-22 5:03:11.664 PM,"-129,-10,-1030"
contact,2019-10-22 5:03:11.423 PM,open
status,2019-10-22 5:03:11.421 PM,open
acceleration,2019-10-22 5:02:33.027 PM,inactive
threeAxis,2019-10-22 5:02:31.049 PM,"52,3,-1028"
threeAxis,2019-10-22 5:02:30.039 PM,"48,5,-1033"
threeAxis,2019-10-22 5:02:29.040 PM,"52,6,-1030"
threeAxis,2019-10-22 5:02:28.030 PM,"95,5,-1030"
threeAxis,2019-10-22 5:02:27.030 PM,"-99,-9,-1022"
contact,2019-10-22 5:02:26.750 PM,closed
status,2019-10-22 5:02:26.748 PM,closed
threeAxis,2019-10-22 5:02:26.010 PM,"172,-2,-1026"
threeAxis,2019-10-22 5:02:25.080 PM,"31,-13,-1035"
threeAxis,2019-10-22 5:02:24.010 PM,"79,-23,-1029"
acceleration,2019-10-22 5:02:23.008 PM,active
threeAxis,2019-10-22 5:02:23.006 PM,"-130,-47,-1031"
contact,2019-10-22 5:02:22.782 PM,open
status,2019-10-22 5:02:22.780 PM,open
acceleration,2019-10-22 5:02:01.210 PM,inactive
threeAxis,2019-10-22 5:01:55.210 PM,"49,2,-1034"
threeAxis,2019-10-22 5:01:54.201 PM,"66,4,-1030"
threeAxis,2019-10-22 5:01:53.190 PM,"52,-20,-1030"
contact,2019-10-22 5:01:53.093 PM,closed
status,2019-10-22 5:01:53.091 PM,closed
threeAxis,2019-10-22 5:01:52.185 PM,"70,-10,-1031"
acceleration,2019-10-22 5:01:51.193 PM,active
threeAxis,2019-10-22 5:01:51.191 PM,"215,4,-1028"
contact,2019-10-22 5:01:49.242 PM,open
status,2019-10-22 5:01:49.240 PM,open
acceleration,2019-10-22 5:01:23.288 PM,inactive
threeAxis,2019-10-22 5:01:21.310 PM,"51,0,-1030"
threeAxis,2019-10-22 5:01:20.310 PM,"50,2,-1030"
threeAxis,2019-10-22 5:01:19.300 PM,"49,2,-1032"
threeAxis,2019-10-22 5:01:18.290 PM,"78,7,-1029"
contact,2019-10-22 5:01:17.669 PM,closed
status,2019-10-22 5:01:17.662 PM,closed
threeAxis,2019-10-22 5:01:17.300 PM,"64,-26,-1031"
threeAxis,2019-10-22 5:01:16.616 PM,"71,-10,-1028"
threeAxis,2019-10-22 5:01:15.620 PM,"172,2,-1025"
threeAxis,2019-10-22 5:01:14.264 PM,"38,-97,-1034"
acceleration,2019-10-22 5:01:13.263 PM,active
threeAxis,2019-10-22 5:01:13.261 PM,"-168,-36,-1064"
contact,2019-10-22 5:01:13.108 PM,open
status,2019-10-22 5:01:13.106 PM,open
acceleration,2019-10-22 3:14:50.780 PM,inactive
threeAxis,2019-10-22 3:14:47.844 PM,"50,4,-1033"
threeAxis,2019-10-22 3:14:46.784 PM,"49,1,-1034"
threeAxis,2019-10-22 3:14:45.780 PM,"49,5,-1032"
contact,2019-10-22 3:14:44.388 PM,closed
status,2019-10-22 3:14:44.386 PM,closed
threeAxis,2019-10-22 3:14:43.768 PM,"119,-115,-1032"
threeAxis,2019-10-22 3:14:42.817 PM,"84,-6,-1031"
threeAxis,2019-10-22 3:14:41.782 PM,"16,-75,-1031"
contact,2019-10-22 3:14:41.180 PM,open
status,2019-10-22 3:14:41.179 PM,open
acceleration,2019-10-22 3:14:40.763 PM,active
threeAxis,2019-10-22 3:14:40.762 PM,"-114,14,-1032"
threeAxis,2019-10-22 3:13:39.328 PM,"46,4,-1039"
temperature,2019-10-22 2:18:49.288 PM,67
acceleration,2019-10-22 2:13:29.908 PM,inactive
threeAxis,2019-10-22 2:13:28.220 PM,"54,6,-1029"
threeAxis,2019-10-22 2:13:25.967 PM,"49,4,-1033"
threeAxis,2019-10-22 2:13:23.800 PM,"69,3,-1032"
contact,2019-10-22 2:13:23.255 PM,closed
status,2019-10-22 2:13:23.251 PM,closed
threeAxis,2019-10-22 2:13:22.836 PM,"-60,-5,-1041"
threeAxis,2019-10-22 2:13:21.790 PM,"127,-37,-1032"
threeAxis,2019-10-22 2:13:20.803 PM,"-32,-75,-1042"
acceleration,2019-10-22 2:13:20.192 PM,active
threeAxis,2019-10-22 2:13:20.190 PM,"-167,-10,-1041"
contact,2019-10-22 2:13:19.779 PM,open
status,2019-10-22 2:13:19.775 PM,open
acceleration,2019-10-22 12:50:34.534 PM,inactive
threeAxis,2019-10-22 12:50:33.590 PM,"54,0,-1030"
threeAxis,2019-10-22 12:50:32.570 PM,"52,6,-1031"
threeAxis,2019-10-22 12:50:31.568 PM,"48,6,-1029"
threeAxis,2019-10-22 12:50:30.567 PM,"47,8,-1032"
contact,2019-10-22 12:50:29.939 PM,closed
status,2019-10-22 12:50:29.937 PM,closed
threeAxis,2019-10-22 12:50:29.569 PM,"97,-79,-1031"
threeAxis,2019-10-22 12:50:28.529 PM,"195,-46,-1030"
threeAxis,2019-10-22 12:50:27.540 PM,"81,-19,-1036"
threeAxis,2019-10-22 12:50:26.529 PM,"59,-36,-1031"
threeAxis,2019-10-22 12:50:25.520 PM,"60,-23,-1030"
acceleration,2019-10-22 12:50:24.513 PM,active
threeAxis,2019-10-22 12:50:24.511 PM,"-87,-7,-1037"
contact,2019-10-22 12:50:15.057 PM,open
status,2019-10-22 12:50:15.048 PM,open
acceleration,2019-10-22 12:43:07.667 PM,inactive
threeAxis,2019-10-22 12:43:06.697 PM,"51,5,-1030"
threeAxis,2019-10-22 12:43:05.730 PM,"46,3,-1033"
threeAxis,2019-10-22 12:43:04.715 PM,"47,6,-1030"
threeAxis,2019-10-22 12:43:03.679 PM,"53,7,-1034"
threeAxis,2019-10-22 12:43:02.670 PM,"-17,1,-1035"
contact,2019-10-22 12:43:02.307 PM,closed
status,2019-10-22 12:43:02.305 PM,closed
threeAxis,2019-10-22 12:43:01.659 PM,"105,-13,-1032"
threeAxis,2019-10-22 12:43:00.660 PM,"78,4,-1031"
threeAxis,2019-10-22 12:42:59.668 PM,"109,-29,-1030"
threeAxis,2019-10-22 12:42:58.688 PM,"-3,-33,-1034"
contact,2019-10-22 12:42:58.067 PM,open
status,2019-10-22 12:42:58.065 PM,open
acceleration,2019-10-22 12:42:57.643 PM,active
threeAxis,2019-10-22 12:42:57.641 PM,"-94,-52,-1081"
acceleration,2019-10-22 12:07:15.380 PM,inactive
threeAxis,2019-10-22 12:07:09.325 PM,"48,4,-1033"
threeAxis,2019-10-22 12:07:08.346 PM,"45,1,-1031"
threeAxis,2019-10-22 12:07:07.310 PM,"72,1,-994"
threeAxis,2019-10-22 12:07:06.318 PM,"47,3,-1031"
contact,2019-10-22 12:07:05.426 PM,closed
status,2019-10-22 12:07:05.422 PM,closed
acceleration,2019-10-22 12:07:05.298 PM,active
threeAxis,2019-10-22 12:07:05.296 PM,"-76,-31,-1032"
contact,2019-10-22 12:07:01.023 PM,open
status,2019-10-22 12:07:01.021 PM,open
acceleration,2019-10-22 10:39:59.771 AM,inactive
threeAxis,2019-10-22 10:39:54.210 AM,"54,7,-1029"
threeAxis,2019-10-22 10:39:53.250 AM,"48,3,-1035"
threeAxis,2019-10-22 10:39:52.208 AM,"52,3,-1036"
threeAxis,2019-10-22 10:39:51.196 AM,"44,0,-1033"
contact,2019-10-22 10:39:50.554 AM,closed
status,2019-10-22 10:39:50.549 AM,closed
threeAxis,2019-10-22 10:39:50.195 AM,"182,-20,-1033"
acceleration,2019-10-22 10:39:49.747 AM,active
threeAxis,2019-10-22 10:39:49.180 AM,"214,-7,-1026"
threeAxis,2019-10-22 10:39:48.179 AM,"5,-44,-1036"
threeAxis,2019-10-22 10:39:47.167 AM,"-86,9,-1044"
contact,2019-10-22 10:39:47.143 AM,open
status,2019-10-22 10:39:47.141 AM,open
contact,2019-10-22 10:39:45.800 AM,closed
status,2019-10-22 10:39:45.798 AM,closed
contact,2019-10-22 10:39:40.105 AM,open
status,2019-10-22 10:39:40.101 AM,open
acceleration,2019-10-22 10:39:39.710 AM,inactive
contact,2019-10-22 10:39:36.793 AM,closed
status,2019-10-22 10:39:36.789 AM,closed
threeAxis,2019-10-22 10:39:34.768 AM,"52,-12,-1028"
threeAxis,2019-10-22 10:39:33.735 AM,"99,2,-1031"
threeAxis,2019-10-22 10:39:32.708 AM,"90,-17,-1029"
threeAxis,2019-10-22 10:39:31.810 AM,"45,-45,-1042"
contact,2019-10-22 10:39:31.144 AM,open
status,2019-10-22 10:39:31.140 AM,open
threeAxis,2019-10-22 10:39:30.690 AM,"50,4,-1032"
acceleration,2019-10-22 10:39:29.693 AM,active
threeAxis,2019-10-22 10:39:29.691 AM,"595,272,-1370"
acceleration,2019-10-22 9:39:57.770 AM,inactive
threeAxis,2019-10-22 9:39:52.770 AM,"47,3,-1033"
threeAxis,2019-10-22 9:39:51.768 AM,"46,-2,-1031"
threeAxis,2019-10-22 9:39:50.764 AM,"52,5,-1034"
threeAxis,2019-10-22 9:39:49.767 AM,"42,4,-1034"
contact,2019-10-22 9:39:48.902 AM,closed
status,2019-10-22 9:39:48.900 AM,closed
threeAxis,2019-10-22 9:39:48.742 AM,"103,-47,-1032"
acceleration,2019-10-22 9:39:47.743 AM,active
threeAxis,2019-10-22 9:39:47.741 AM,"207,-3,-1030"
contact,2019-10-22 9:39:45.192 AM,open
status,2019-10-22 9:39:45.188 AM,open
acceleration,2019-10-22 9:39:31.548 AM,inactive
threeAxis,2019-10-22 9:39:26.560 AM,"61,-22,-1033"
contact,2019-10-22 9:39:26.486 AM,closed
status,2019-10-22 9:39:26.482 AM,closed
threeAxis,2019-10-22 9:39:25.540 AM,"70,-5,-1036"
threeAxis,2019-10-22 9:39:24.580 AM,"79,3,-1031"
threeAxis,2019-10-22 9:39:23.533 AM,"136,-15,-1031"
threeAxis,2019-10-22 9:39:22.543 AM,"136,-48,-1031"
contact,2019-10-22 9:39:21.942 AM,open
status,2019-10-22 9:39:21.940 AM,open
acceleration,2019-10-22 9:39:21.523 AM,active
threeAxis,2019-10-22 9:39:21.521 AM,"-81,6,-1030"
temperature,2019-10-22 9:27:50.653 AM,66
temperature,2019-10-22 9:22:49.615 AM,67
acceleration,2019-10-22 9:14:52.906 AM,inactive
threeAxis,2019-10-22 9:14:44.441 AM,"48,1,-1038"
threeAxis,2019-10-22 9:14:43.437 AM,"49,0,-1032"
acceleration,2019-10-22 9:14:42.875 AM,active
threeAxis,2019-10-22 9:14:42.440 AM,"53,1,-1032"
threeAxis,2019-10-22 9:14:41.429 AM,"55,4,-1030"
threeAxis,2019-10-22 9:14:40.458 AM,"-69,-22,-1033"
contact,2019-10-22 9:14:40.393 AM,closed
status,2019-10-22 9:14:40.391 AM,closed
threeAxis,2019-10-22 9:14:39.417 AM,"97,-28,-1030"
threeAxis,2019-10-22 9:14:38.400 AM,"-10,-12,-1037"
threeAxis,2019-10-22 9:14:37.407 AM,"114,-33,-1033"
contact,2019-10-22 9:14:36.852 AM,open
status,2019-10-22 9:14:36.850 AM,open
threeAxis,2019-10-22 9:14:36.431 AM,"-134,-2,-1052"
acceleration,2019-10-22 9:14:32.845 AM,inactive
threeAxis,2019-10-22 9:14:31.990 AM,"51,6,-1035"
threeAxis,2019-10-22 9:14:30.991 AM,"46,2,-1034"
threeAxis,2019-10-22 9:14:29.981 AM,"45,6,-1033"
contact,2019-10-22 9:14:29.897 AM,closed
status,2019-10-22 9:14:29.891 AM,closed
threeAxis,2019-10-22 9:14:28.971 AM,"87,7,-1030"
contact,2019-10-22 9:14:28.872 AM,open
status,2019-10-22 9:14:28.870 AM,open
threeAxis,2019-10-22 9:14:27.970 AM,"-114,-7,-1037"
contact,2019-10-22 9:14:27.885 AM,closed
status,2019-10-22 9:14:27.881 AM,closed
threeAxis,2019-10-22 9:14:26.848 AM,"68,-8,-1031"
threeAxis,2019-10-22 9:14:25.880 AM,"84,2,-1032"
threeAxis,2019-10-22 9:14:24.836 AM,"98,-57,-1031"
threeAxis,2019-10-22 9:14:23.820 AM,"77,-32,-1034"
acceleration,2019-10-22 9:14:22.809 AM,active
threeAxis,2019-10-22 9:14:22.806 AM,"-231,-2,-1024"
acceleration,2019-10-22 9:13:48.380 AM,inactive
threeAxis,2019-10-22 9:13:42.390 AM,"56,4,-1032"
threeAxis,2019-10-22 9:13:41.420 AM,"46,6,-1034"
threeAxis,2019-10-22 9:13:40.388 AM,"-3,-15,-1034"
threeAxis,2019-10-22 9:13:39.380 AM,"67,-7,-1036"
acceleration,2019-10-22 9:13:38.405 AM,active
threeAxis,2019-10-22 9:13:38.403 AM,"-90,-25,-1033"
acceleration,2019-10-22 9:13:24.270 AM,inactive
threeAxis,2019-10-22 9:13:21.560 AM,"39,5,-1032"
threeAxis,2019-10-22 9:13:20.555 AM,"41,4,-1030"
threeAxis,2019-10-22 9:13:19.550 AM,"41,7,-1030"
threeAxis,2019-10-22 9:13:18.580 AM,"25,3,-1031"
threeAxis,2019-10-22 9:13:17.545 AM,"-137,0,-1033"
threeAxis,2019-10-22 9:13:16.530 AM,"88,1,-1037"
threeAxis,2019-10-22 9:13:15.525 AM,"178,6,-1030"
threeAxis,2019-10-22 9:13:14.560 AM,"26,4,-1034"
threeAxis,2019-10-22 9:13:13.520 AM,"-1,2,-1035"
threeAxis,2019-10-22 9:13:12.510 AM,"63,-2,-1037"
threeAxis,2019-10-22 9:13:11.505 AM,"189,0,-1031"
