,Time,DayOfWeek,Motion,Acceleration,Temperature,time_transformed,label
67788,17:48:1.61,4,inactive,inactive,71,64081.61,0
67789,17:48:9.173,4,inactive,inactive,73,64089.173,0
67790,17:48:12.694,4,inactive,inactive,74,64092.694,0
67791,17:48:16.824,4,inactive,inactive,69,64096.824,0
67792,17:48:34.939,4,inactive,inactive,71,64114.939,0
67793,17:48:39.526,4,inactive,inactive,71,64119.526,0
67794,17:48:43.072,4,inactive,inactive,76,64123.072,0
67795,17:48:45.368,4,inactive,active,70,64125.368,0
67821,17:50:41.877,4,inactive,active,75,64241.877,0
67822,17:50:53.851,4,inactive,inactive,73,64253.851,0
67823,17:51:4.541,4,inactive,inactive,74,64264.541,0
67824,17:51:9.815,4,inactive,inactive,67,64269.815,0
67825,17:51:12.389,4,inactive,inactive,70,64272.389,0
67826,17:51:16.847,4,inactive,inactive,75,64276.847,0
67827,17:51:19.415,4,inactive,inactive,71,64279.415,0
67828,17:51:25.675,4,inactive,inactive,78,64285.675,0
67829,17:51:34.582,4,inactive,inactive,75,64294.582,0
67830,17:51:36.301,4,inactive,inactive,73,64296.301,0
67831,17:51:58.332,4,inactive,inactive,77,64318.332,0
67832,17:52:1.752,4,inactive,inactive,77,64321.752,0
67833,17:52:7.494,4,inactive,inactive,69,64327.494,0
67834,17:52:12.972,4,inactive,inactive,70,64332.972,0
67835,17:52:16.296,4,inactive,active,77,64336.296,0
67836,17:52:18.638,4,inactive,inactive,72,64338.638,0
67837,17:52:24.448,4,inactive,inactive,71,64344.448,0
67838,17:52:26.689,4,inactive,inactive,74,64346.689,0
67839,17:52:27.647,4,inactive,inactive,71,64347.647,0
67840,17:52:28.255,4,inactive,inactive,69,64348.255,0
67841,17:52:33.397,4,inactive,inactive,70,64353.397,0
67842,17:52:38.139,4,inactive,inactive,79,64358.139,0
67843,17:52:45.418,4,inactive,inactive,75,64365.418,0
67844,17:52:46.089,4,inactive,inactive,75,64366.089,0
67845,17:52:48.944,4,inactive,inactive,78,64368.944,0
67884,17:56:17.987,4,inactive,inactive,72,64577.987,0
67885,17:56:22.195,4,inactive,inactive,74,64582.195,0
67886,17:56:25.375,4,inactive,inactive,73,64585.375,0
67887,17:56:35.608,4,inactive,inactive,74,64595.608,0
67888,17:56:45.555,4,inactive,inactive,71,64605.555,0
67889,17:56:52.02,4,inactive,inactive,74,64612.02,0
67890,17:56:54.329,4,inactive,inactive,72,64614.329,0
67891,17:57:2.548,4,inactive,inactive,72,64622.548,0
67892,17:57:13.934,4,inactive,inactive,73,64633.934,0
67893,17:57:29.397,4,inactive,inactive,72,64649.397,0
67894,17:57:36.1,4,inactive,inactive,73,64656.1,0
67895,17:58:2.454,4,inactive,inactive,72,64682.454,0
67896,17:58:3.647,4,inactive,inactive,79,64683.647,0
67897,17:58:9.564,4,inactive,inactive,75,64689.564,0
67898,17:58:15.975,4,inactive,inactive,75,64695.975,0
67899,17:58:28.744,4,inactive,inactive,73,64708.744,0
67900,17:58:28.994,4,inactive,active,81,64708.994,0
67901,17:58:37.396,4,inactive,inactive,71,64717.396,0
67902,17:58:59.0,4,inactive,inactive,75,64739.0,0
67903,17:59:3.157,4,inactive,active,73,64743.157,0
67904,17:59:12.193,4,inactive,inactive,73,64752.193,0
67905,17:59:13.994,4,inactive,active,67,64753.994,0
67906,17:59:14.245,4,inactive,inactive,76,64754.245,0
67907,17:59:16.586,4,inactive,inactive,72,64756.586,0
67908,17:59:18.948,4,inactive,active,68,64758.948,0
67909,17:59:35.271,4,inactive,inactive,74,64775.271,0
67910,17:59:36.169,4,inactive,inactive,69,64776.169,0
67911,17:59:56.6,4,inactive,inactive,74,64796.6,0
67912,17:59:58.303,4,inactive,inactive,72,64798.303,0
67913,17:59:59.096,4,inactive,inactive,75,64799.096,0
67914,18:00:1.716,4,inactive,inactive,74,64801.716,0
67915,18:00:5.344,4,inactive,inactive,72,64805.344,0
67916,18:00:6.462,4,inactive,inactive,75,64806.462,0
67917,18:00:9.147,4,inactive,inactive,73,64809.147,0
67918,18:00:13.034,4,inactive,inactive,78,64813.034,0
67919,18:00:13.207,4,active,active,74,64813.207,0
67920,18:00:18.229,4,inactive,inactive,68,64818.229,0
67921,18:00:29.492,4,inactive,inactive,73,64829.492,0
9947,18:03:1.986,4,active,inactive,84,64981.986,1
67954,18:03:13.329,4,inactive,inactive,68,64993.329,0
67955,18:03:15.478,4,inactive,inactive,69,64995.478,0
67956,18:03:42.996,4,inactive,inactive,72,65022.996,0
67957,18:03:51.144,4,inactive,inactive,69,65031.144,0
67958,18:03:51.18,4,inactive,inactive,81,65031.18,0
67959,18:03:57.246,4,inactive,inactive,72,65037.246,0
67960,18:04:24.224,4,inactive,inactive,77,65064.224,0
67961,18:04:29.942,4,active,active,74,65069.942,0
67962,18:04:34.58,4,inactive,inactive,72,65074.58,0
67963,18:04:38.851,4,inactive,inactive,74,65078.851,0
67964,18:04:47.369,4,inactive,inactive,69,65087.369,0
67965,18:05:5.354,4,inactive,inactive,69,65105.354,0
67966,18:05:7.668,4,inactive,inactive,74,65107.668,0
67967,18:05:9.281,4,inactive,inactive,73,65109.281,0
67968,18:05:16.837,4,inactive,inactive,74,65116.837,0
67969,18:05:17.199,4,inactive,inactive,77,65117.199,0
67970,18:05:29.741,4,inactive,inactive,75,65129.741,0
67971,18:05:50.99,4,active,active,67,65150.99,0
67972,18:05:53.691,4,inactive,inactive,75,65153.691,0
67973,18:06:6.986,4,active,active,70,65166.986,0
67974,18:06:14.011,4,active,active,73,65174.011,0
67975,18:06:37.489,4,inactive,inactive,69,65197.489,0
67976,18:06:38.204,4,inactive,inactive,78,65198.204,0
67977,18:06:38.445,4,inactive,active,71,65198.445,0
67978,18:06:39.993,4,inactive,inactive,76,65199.993,0
67979,18:06:48.448,4,inactive,active,69,65208.448,0
67980,18:06:56.257,4,inactive,inactive,73,65216.257,0
67981,18:06:58.271,4,inactive,inactive,69,65218.271,0
67982,18:07:3.882,4,active,active,75,65223.882,0
67983,18:07:4.197,4,inactive,inactive,74,65224.197,0
67984,18:07:16.91,4,inactive,inactive,74,65236.91,0
67985,18:07:41.645,4,inactive,inactive,77,65261.645,0
68013,18:09:58.497,4,active,active,70,65398.497,0
68014,18:10:10.08,4,inactive,inactive,71,65410.08,0
68015,18:10:12.067,4,active,active,68,65412.067,0
68016,18:10:26.368,4,inactive,active,75,65426.368,0
68017,18:10:28.54,4,inactive,inactive,71,65428.54,0
68018,18:10:43.376,4,inactive,inactive,77,65443.376,0
68019,18:10:47.48,4,active,active,73,65447.48,0
68020,18:10:49.95,4,inactive,inactive,75,65449.95,0
68021,18:10:50.531,4,inactive,inactive,73,65450.531,0
68022,18:10:52.146,4,inactive,inactive,74,65452.146,0
68023,18:10:52.407,4,inactive,inactive,73,65452.407,0
68024,18:10:59.797,4,inactive,inactive,70,65459.797,0
68025,18:11:11.944,4,inactive,inactive,69,65471.944,0
68026,18:11:12.947,4,inactive,inactive,74,65472.947,0
68027,18:11:17.846,4,inactive,inactive,72,65477.846,0
68028,18:11:30.786,4,inactive,inactive,69,65490.786,0
68029,18:11:37.426,4,inactive,inactive,74,65497.426,0
68030,18:11:42.378,4,inactive,inactive,72,65502.378,0
68031,18:11:49.758,4,inactive,inactive,69,65509.758,0
68032,18:11:49.793,4,inactive,inactive,77,65509.793,0
68033,18:12:12.275,4,inactive,active,76,65532.275,0
68034,18:12:28.401,4,inactive,inactive,75,65548.401,0
68035,18:12:32.12,4,inactive,inactive,72,65552.12,0
68036,18:12:38.431,4,inactive,inactive,72,65558.431,0
68037,18:12:51.844,4,inactive,inactive,70,65571.844,0
68038,18:13:6.687,4,inactive,inactive,74,65586.687,0
68039,18:13:11.124,4,inactive,inactive,70,65591.124,0
68072,18:16:7.596,4,inactive,inactive,74,65767.596,0
68073,18:16:13.758,4,active,active,69,65773.758,0
68074,18:16:19.816,4,active,active,69,65779.816,0
68075,18:16:21.014,4,inactive,inactive,69,65781.014,0
68076,18:16:21.376,4,inactive,active,75,65781.376,0
68077,18:16:22.366,4,inactive,inactive,73,65782.366,0
68078,18:16:23.103,4,inactive,inactive,74,65783.103,0
68079,18:16:25.656,4,inactive,inactive,76,65785.656,0
68080,18:16:50.812,4,inactive,inactive,75,65810.812,0
68081,18:16:53.385,4,active,inactive,71,65813.385,0
68082,18:16:54.207,4,inactive,inactive,66,65814.207,0
68083,18:16:55.209,4,inactive,active,81,65815.209,0
68084,18:16:58.542,4,inactive,inactive,76,65818.542,0
68085,18:17:3.197,4,active,inactive,70,65823.197,0
68086,18:17:5.888,4,active,active,70,65825.888,0
68087,18:17:7.207,4,inactive,inactive,72,65827.207,0
68088,18:17:14.667,4,inactive,inactive,72,65834.667,0
68089,18:17:14.986,4,inactive,inactive,73,65834.986,0
68090,18:17:28.982,4,inactive,inactive,76,65848.982,0
68091,18:17:35.429,4,inactive,inactive,73,65855.429,0
68092,18:17:36.96,4,inactive,inactive,68,65856.96,0
68093,18:17:38.794,4,inactive,inactive,69,65858.794,0
68094,18:17:46.362,4,inactive,inactive,72,65866.362,0
68095,18:17:46.55,4,inactive,inactive,74,65866.55,0
68096,18:17:51.612,4,inactive,inactive,75,65871.612,0
68097,18:17:52.882,4,inactive,inactive,72,65872.882,0
68098,18:18:3.64,4,active,inactive,68,65883.64,0
68099,18:18:20.143,4,inactive,inactive,75,65900.143,0
68100,18:18:25.564,4,inactive,inactive,77,65905.564,0
68101,18:18:32.902,4,active,active,73,65912.902,0
68102,18:18:41.617,4,active,active,75,65921.617,0
68103,18:18:52.474,4,inactive,inactive,73,65932.474,0
68141,18:22:43.781,4,inactive,active,75,66163.781,0
68142,18:22:45.551,4,inactive,inactive,65,66165.551,0
68143,18:22:46.177,4,active,active,66,66166.177,0
68144,18:22:49.057,4,inactive,inactive,72,66169.057,0
68145,18:22:58.821,4,inactive,inactive,73,66178.821,0
68146,18:23:0.001,4,inactive,active,80,66180.001,0
68147,18:23:3.741,4,active,active,71,66183.741,0
68148,18:23:4.197,4,inactive,active,68,66184.197,0
68149,18:23:10.851,4,active,active,72,66190.851,0
68150,18:23:29.086,4,active,active,71,66209.086,0
68151,18:23:49.508,4,inactive,inactive,70,66229.508,0
68152,18:23:57.945,4,inactive,inactive,77,66237.945,0
68153,18:24:0.55,4,inactive,active,72,66240.55,0
68154,18:24:4.99,4,inactive,inactive,73,66244.99,0
68155,18:24:14.841,4,inactive,inactive,74,66254.841,0
68156,18:24:19.781,4,inactive,inactive,67,66259.781,0
68157,18:24:21.147,4,inactive,inactive,69,66261.147,0
68158,18:24:29.248,4,inactive,inactive,73,66269.248,0
68159,18:24:30.498,4,inactive,inactive,72,66270.498,0
68160,18:24:38.859,4,inactive,inactive,73,66278.859,0
68161,18:24:45.021,4,inactive,inactive,76,66285.021,0
68162,18:24:51.409,4,inactive,inactive,70,66291.409,0
68163,18:25:4.434,4,inactive,inactive,70,66304.434,0
68164,18:25:8.3,4,active,active,72,66308.3,0
68165,18:25:33.386,4,inactive,active,72,66333.386,0
68166,18:25:34.414,4,inactive,active,71,66334.414,0
68167,18:25:43.54,4,inactive,inactive,71,66343.54,0
68168,18:25:44.985,4,inactive,inactive,67,66344.985,0
68169,18:25:49.698,4,inactive,inactive,72,66349.698,0
68170,18:25:50.77,4,inactive,inactive,80,66350.77,0
68171,18:25:54.133,4,inactive,inactive,71,66354.133,0
68172,18:26:3.425,4,inactive,inactive,69,66363.425,0
68173,18:26:3.876,4,inactive,inactive,71,66363.876,0
68174,18:26:8.337,4,inactive,inactive,75,66368.337,0
68175,18:26:12.539,4,inactive,inactive,70,66372.539,0
68176,18:26:29.286,4,active,active,70,66389.286,0
68177,18:26:33.085,4,inactive,inactive,74,66393.085,0
68222,18:29:49.07,4,inactive,inactive,76,66589.07,0
68223,18:29:51.811,4,inactive,active,68,66591.811,0
68224,18:29:55.634,4,inactive,active,76,66595.634,0
68225,18:29:56.83,4,inactive,inactive,65,66596.83,0
68226,18:29:56.903,4,inactive,inactive,77,66596.903,0
68227,18:30:8.827,4,inactive,inactive,74,66608.827,0
68228,18:30:9.947,4,inactive,inactive,76,66609.947,0
68229,18:30:12.059,4,inactive,inactive,74,66612.059,0
68230,18:30:19.858,4,inactive,inactive,76,66619.858,0
68231,18:30:21.089,4,inactive,inactive,68,66621.089,0
68232,18:30:26.23,4,inactive,inactive,72,66626.23,0
68233,18:30:30.774,4,inactive,inactive,66,66630.774,0
68234,18:30:41.709,4,inactive,inactive,74,66641.709,0
68235,18:30:46.651,4,inactive,inactive,69,66646.651,0
68236,18:31:2.076,4,inactive,inactive,70,66662.076,0
68237,18:31:10.895,4,inactive,inactive,71,66670.895,0
68238,18:31:20.102,4,inactive,inactive,78,66680.102,0
68239,18:31:30.282,4,inactive,inactive,69,66690.282,0
68240,18:31:30.833,4,inactive,inactive,76,66690.833,0
68241,18:31:39.343,4,inactive,inactive,72,66699.343,0
68242,18:31:40.079,4,inactive,inactive,73,66700.079,0
68243,18:31:46.404,4,inactive,inactive,77,66706.404,0
68244,18:31:51.693,4,inactive,inactive,69,66711.693,0
68245,18:31:52.108,4,inactive,active,70,66712.108,0
68246,18:31:53.689,4,active,active,76,66713.689,0
68247,18:31:55.856,4,inactive,inactive,75,66715.856,0
68248,18:31:59.724,4,inactive,inactive,73,66719.724,0
68249,18:32:11.736,4,inactive,inactive,76,66731.736,0
68250,18:32:13.709,4,inactive,inactive,70,66733.709,0
68251,18:32:16.273,4,inactive,inactive,71,66736.273,0
68252,18:32:16.684,4,inactive,inactive,81,66736.684,0
68253,18:32:16.741,4,inactive,inactive,74,66736.741,0
68254,18:32:19.911,4,inactive,inactive,77,66739.911,0
68255,18:32:20.919,4,inactive,inactive,77,66740.919,0
68256,18:32:37.482,4,inactive,inactive,71,66757.482,0
68257,18:32:39.769,4,inactive,inactive,71,66759.769,0
68258,18:32:42.995,4,inactive,inactive,74,66762.995,0
68259,18:32:51.914,4,inactive,inactive,69,66771.914,0
68260,18:33:13.125,4,inactive,inactive,74,66793.125,0
68261,18:33:21.345,4,inactive,inactive,73,66801.345,0
68262,18:33:23.183,4,inactive,inactive,71,66803.183,0
68263,18:33:24.64,4,inactive,inactive,70,66804.64,0
68264,18:33:31.717,4,inactive,inactive,72,66811.717,0
68265,18:33:37.609,4,inactive,inactive,72,66817.609,0
9950,18:34:28.045,4,active,active,78,66868.045,1
9951,18:40:5.392,4,active,active,83,67205.392,1
68344,18:41:19.543,4,inactive,inactive,69,67279.543,0
68345,18:41:31.0,4,active,active,73,67291.0,0
68346,18:41:32.682,4,inactive,active,73,67292.682,0
68347,18:41:32.703,4,inactive,inactive,72,67292.703,0
68348,18:41:33.784,4,inactive,inactive,72,67293.784,0
68349,18:41:35.703,4,inactive,inactive,70,67295.703,0
68350,18:41:43.424,4,inactive,inactive,73,67303.424,0
68351,18:41:48.153,4,inactive,inactive,70,67308.153,0
68352,18:41:54.047,4,inactive,inactive,68,67314.047,0
68353,18:42:2.89,4,active,active,71,67322.89,0
68354,18:42:6.75,4,inactive,inactive,73,67326.75,0
68355,18:42:9.051,4,active,active,74,67329.051,0
68356,18:42:14.369,4,inactive,inactive,76,67334.369,0
68357,18:42:23.108,4,inactive,inactive,73,67343.108,0
68358,18:42:28.249,4,inactive,inactive,72,67348.249,0
68359,18:42:30.193,4,inactive,inactive,70,67350.193,0
68360,18:42:34.27,4,inactive,inactive,71,67354.27,0
68361,18:42:37.153,4,inactive,inactive,70,67357.153,0
68362,18:42:46.839,4,inactive,active,74,67366.839,0
68363,18:42:46.84,4,active,active,78,67366.84,0
68364,18:42:51.971,4,inactive,active,72,67371.971,0
68365,18:43:1.824,4,inactive,inactive,73,67381.824,0
68366,18:43:6.585,4,inactive,inactive,76,67386.585,0
68367,18:43:7.555,4,active,active,69,67387.555,0
68368,18:43:10.011,4,inactive,inactive,68,67390.011,0
68369,18:43:11.73,4,inactive,inactive,73,67391.73,0
68370,18:43:25.888,4,active,active,71,67405.888,0
68371,18:43:27.129,4,inactive,inactive,73,67407.129,0
68372,18:43:40.003,4,active,active,72,67420.003,0
68373,18:43:40.078,4,active,active,76,67420.078,0
68374,18:43:40.628,4,inactive,inactive,69,67420.628,0
68375,18:43:44.802,4,inactive,inactive,75,67424.802,0
68376,18:43:49.532,4,inactive,inactive,69,67429.532,0
68377,18:44:2.369,4,inactive,inactive,68,67442.369,0
68378,18:44:8.348,4,inactive,inactive,74,67448.348,0
68379,18:44:20.673,4,inactive,active,69,67460.673,0
68380,18:44:21.429,4,inactive,inactive,72,67461.429,0
68381,18:44:24.046,4,inactive,inactive,73,67464.046,0
68382,18:44:32.836,4,active,active,70,67472.836,0
68383,18:44:38.432,4,inactive,inactive,74,67478.432,0
68384,18:44:40.887,4,inactive,inactive,69,67480.887,0
68385,18:44:41.965,4,inactive,inactive,75,67481.965,0
68386,18:44:46.908,4,inactive,inactive,75,67486.908,0
68387,18:44:47.046,4,inactive,inactive,72,67487.046,0
68388,18:44:59.998,4,inactive,inactive,75,67499.998,0
68389,18:45:17.027,4,inactive,inactive,74,67517.027,0
68390,18:45:28.939,4,inactive,inactive,75,67528.939,0
68391,18:45:32.457,4,inactive,inactive,77,67532.457,0
68392,18:46:4.551,4,inactive,active,76,67564.551,0
68393,18:46:7.958,4,inactive,inactive,71,67567.958,0
68394,18:46:10.552,4,inactive,inactive,75,67570.552,0
68395,18:46:10.969,4,inactive,active,75,67570.969,0
68396,18:46:12.483,4,inactive,inactive,74,67572.483,0
68397,18:46:12.913,4,inactive,inactive,74,67572.913,0
68398,18:46:13.501,4,inactive,inactive,71,67573.501,0
68399,18:46:21.971,4,inactive,inactive,67,67581.971,0
68400,18:46:27.241,4,inactive,inactive,71,67587.241,0
68401,18:46:34.292,4,inactive,inactive,69,67594.292,0
68402,18:46:36.823,4,inactive,inactive,67,67596.823,0
68403,18:46:38.594,4,inactive,inactive,71,67598.594,0
68404,18:46:41.704,4,inactive,inactive,75,67601.704,0
68405,18:46:47.593,4,inactive,inactive,76,67607.593,0
68406,18:46:48.5,4,inactive,inactive,71,67608.5,0
68407,18:46:50.107,4,inactive,inactive,71,67610.107,0
68408,18:46:55.313,4,inactive,inactive,73,67615.313,0
68409,18:46:56.68,4,inactive,active,74,67616.68,0
68410,18:46:57.679,4,inactive,inactive,75,67617.679,0
68411,18:46:58.524,4,inactive,inactive,72,67618.524,0
68412,18:47:16.555,4,inactive,inactive,74,67636.555,0
68413,18:47:18.723,4,inactive,inactive,66,67638.723,0
68414,18:47:23.682,4,inactive,inactive,74,67643.682,0
68415,18:47:24.069,4,inactive,inactive,74,67644.069,0
68416,18:47:28.961,4,inactive,inactive,74,67648.961,0
68417,18:47:30.019,4,inactive,inactive,72,67650.019,0
68418,18:47:30.196,4,inactive,active,73,67650.196,0
68419,18:47:41.124,4,inactive,inactive,75,67661.124,0
68420,18:47:47.044,4,inactive,active,73,67667.044,0
68421,18:48:2.509,4,inactive,inactive,73,67682.509,0
9956,18:50:5.435,4,active,active,79,67805.435,1
68456,18:51:30.669,4,inactive,active,76,67890.669,0
68457,18:51:32.337,4,inactive,inactive,71,67892.337,0
68458,18:51:32.949,4,inactive,inactive,74,67892.949,0
68459,18:51:42.013,4,inactive,inactive,72,67902.013,0
68460,18:51:47.142,4,inactive,inactive,71,67907.142,0
68461,18:51:57.304,4,inactive,inactive,71,67917.304,0
68462,18:52:0.108,4,active,active,74,67920.108,0
68463,18:52:0.802,4,inactive,inactive,74,67920.802,0
68464,18:52:3.507,4,inactive,inactive,75,67923.507,0
68465,18:52:4.487,4,inactive,inactive,70,67924.487,0
68466,18:52:5.068,4,inactive,inactive,75,67925.068,0
68467,18:52:20.191,4,inactive,inactive,74,67940.191,0
68468,18:52:27.383,4,inactive,active,77,67947.383,0
68469,18:52:29.874,4,inactive,inactive,70,67949.874,0
68470,18:52:33.532,4,inactive,inactive,72,67953.532,0
68471,18:52:36.175,4,inactive,inactive,69,67956.175,0
68472,18:52:37.217,4,inactive,inactive,76,67957.217,0
68473,18:52:40.145,4,inactive,inactive,72,67960.145,0
68474,18:52:43.532,4,inactive,inactive,74,67963.532,0
68475,18:52:43.679,4,inactive,inactive,75,67963.679,0
68476,18:52:44.035,4,inactive,inactive,73,67964.035,0
68477,18:52:44.711,4,inactive,inactive,68,67964.711,0
68478,18:52:45.401,4,inactive,inactive,77,67965.401,0
68479,18:52:50.188,4,inactive,active,75,67970.188,0
68480,18:52:56.951,4,inactive,inactive,67,67976.951,0
68481,18:53:3.661,4,inactive,inactive,70,67983.661,0
68482,18:53:8.8,4,inactive,inactive,75,67988.8,0
68483,18:53:15.472,4,inactive,inactive,70,67995.472,0
68484,18:53:15.529,4,inactive,inactive,78,67995.529,0
68485,18:53:18.23,4,inactive,inactive,75,67998.23,0
68486,18:53:21.831,4,inactive,active,74,68001.831,0
68487,18:53:25.681,4,inactive,active,76,68005.681,0
68488,18:53:26.224,4,active,active,73,68006.224,0
68489,18:53:26.536,4,inactive,inactive,64,68006.536,0
68507,18:54:35.595,4,inactive,inactive,70,68075.595,0
68508,18:54:35.778,4,inactive,inactive,72,68075.778,0
68509,18:54:40.631,4,inactive,inactive,74,68080.631,0
68510,18:54:54.79,4,inactive,inactive,71,68094.79,0
68511,18:54:56.164,4,inactive,inactive,73,68096.164,0
68512,18:54:56.301,4,inactive,inactive,69,68096.301,0
68513,18:54:56.533,4,inactive,inactive,69,68096.533,0
68514,18:55:1.445,4,inactive,inactive,66,68101.445,0
68515,18:55:24.839,4,inactive,inactive,65,68124.839,0
68516,18:55:26.111,4,inactive,inactive,69,68126.111,0
68517,18:55:27.932,4,inactive,inactive,71,68127.932,0
68518,18:55:36.699,4,inactive,inactive,77,68136.699,0
68519,18:55:48.729,4,inactive,active,67,68148.729,0
68520,18:55:55.538,4,inactive,inactive,73,68155.538,0
68521,18:56:1.442,4,inactive,inactive,78,68161.442,0
68522,18:56:3.752,4,active,active,70,68163.752,0
68523,18:56:9.089,4,inactive,inactive,68,68169.089,0
68542,18:57:59.988,4,active,inactive,72,68279.988,0
68543,18:58:0.07,4,inactive,inactive,76,68280.07,0
68544,18:58:8.998,4,inactive,inactive,69,68288.998,0
68545,18:58:9.211,4,inactive,inactive,66,68289.211,0
68546,18:58:15.295,4,inactive,inactive,74,68295.295,0
68547,18:58:26.847,4,inactive,inactive,72,68306.847,0
68548,18:58:27.17,4,inactive,inactive,77,68307.17,0
68549,18:58:37.338,4,inactive,inactive,72,68317.338,0
68550,18:58:40.632,4,inactive,inactive,73,68320.632,0
68551,18:58:44.184,4,inactive,inactive,74,68324.184,0
68552,18:58:56.732,4,inactive,inactive,70,68336.732,0
68553,18:59:6.24,4,active,active,77,68346.24,0
68554,18:59:6.256,4,inactive,inactive,75,68346.256,0
68555,18:59:10.519,4,inactive,inactive,73,68350.519,0
68556,18:59:21.774,4,inactive,inactive,75,68361.774,0
68557,18:59:22.663,4,inactive,inactive,69,68362.663,0
68558,18:59:23.321,4,inactive,inactive,68,68363.321,0
68559,18:59:25.003,4,active,active,77,68365.003,0
68568,19:00:27.098,4,inactive,inactive,72,68427.098,0
68569,19:00:44.519,4,inactive,inactive,74,68444.519,0
68570,19:00:57.751,4,inactive,inactive,73,68457.751,0
68571,19:01:2.034,4,inactive,inactive,78,68462.034,0
68572,19:01:15.317,4,inactive,inactive,72,68475.317,0
68573,19:01:21.72,4,inactive,active,75,68481.72,0
68574,19:01:22.258,4,inactive,inactive,71,68482.258,0
68575,19:01:26.974,4,inactive,inactive,70,68486.974,0
68599,19:03:33.821,4,inactive,inactive,76,68613.821,0
68600,19:03:35.716,4,inactive,inactive,70,68615.716,0
68601,19:03:36.729,4,inactive,inactive,78,68616.729,0
68602,19:03:45.692,4,inactive,inactive,70,68625.692,0
68603,19:03:46.951,4,inactive,inactive,69,68626.951,0
68604,19:04:0.593,4,inactive,inactive,78,68640.593,0
68605,19:04:2.934,4,inactive,inactive,68,68642.934,0
68606,19:04:6.729,4,inactive,inactive,79,68646.729,0
68607,19:04:16.808,4,inactive,inactive,71,68656.808,0
68608,19:04:18.225,4,inactive,inactive,70,68658.225,0
68609,19:04:21.744,4,inactive,inactive,75,68661.744,0
68610,19:04:22.427,4,inactive,inactive,70,68662.427,0
68611,19:04:23.272,4,inactive,inactive,75,68663.272,0
68612,19:04:27.298,4,inactive,inactive,70,68667.298,0
68613,19:04:33.872,4,inactive,inactive,73,68673.872,0
68614,19:04:44.01,4,inactive,inactive,75,68684.01,0
68615,19:04:45.744,4,active,active,71,68685.744,0
68616,19:04:47.319,4,active,active,75,68687.319,0
68617,19:04:48.333,4,inactive,inactive,71,68688.333,0
68618,19:04:57.291,4,inactive,inactive,70,68697.291,0
68619,19:04:58.133,4,inactive,inactive,71,68698.133,0
68620,19:05:9.214,4,inactive,inactive,73,68709.214,0
68621,19:05:33.963,4,inactive,inactive,73,68733.963,0
68634,19:06:27.072,4,inactive,inactive,70,68787.072,0
68635,19:06:35.013,4,inactive,inactive,73,68795.013,0
68636,19:06:44.905,4,inactive,inactive,72,68804.905,0
68637,19:06:46.79,4,inactive,inactive,72,68806.79,0
68638,19:06:51.923,4,inactive,inactive,74,68811.923,0
68639,19:06:54.214,4,active,active,72,68814.214,0
68640,19:07:11.627,4,inactive,inactive,73,68831.627,0
68641,19:07:12.16,4,inactive,inactive,72,68832.16,0
68642,19:07:13.484,4,inactive,inactive,68,68833.484,0
68643,19:07:13.633,4,inactive,inactive,73,68833.633,0
68644,19:07:19.28,4,inactive,inactive,74,68839.28,0
68645,19:07:19.48,4,inactive,inactive,76,68839.48,0
68685,19:11:15.117,4,inactive,active,71,69075.117,0
68686,19:11:24.782,4,inactive,inactive,72,69084.782,0
68687,19:11:25.095,4,inactive,inactive,77,69085.095,0
68688,19:11:35.267,4,inactive,inactive,71,69095.267,0
68689,19:11:44.943,4,active,active,75,69104.943,0
68690,19:11:48.274,4,inactive,inactive,73,69108.274,0
68691,19:11:52.389,4,inactive,inactive,73,69112.389,0
68692,19:12:1.632,4,inactive,inactive,74,69121.632,0
68693,19:12:2.151,4,inactive,inactive,73,69122.151,0
68694,19:12:4.37,4,inactive,inactive,71,69124.37,0
68695,19:12:15.25,4,inactive,inactive,72,69135.25,0
68696,19:12:28.616,4,active,active,67,69148.616,0
68697,19:12:31.423,4,inactive,inactive,72,69151.423,0
68698,19:12:33.604,4,inactive,inactive,78,69153.604,0
68699,19:12:39.479,4,inactive,inactive,74,69159.479,0
68700,19:12:42.535,4,inactive,inactive,75,69162.535,0
68701,19:12:44.074,4,inactive,inactive,75,69164.074,0
68702,19:12:48.724,4,inactive,inactive,77,69168.724,0
68703,19:12:52.099,4,inactive,inactive,72,69172.099,0
68704,19:12:52.338,4,inactive,inactive,76,69172.338,0
68705,19:12:58.11,4,inactive,inactive,76,69178.11,0
68706,19:13:3.752,4,inactive,inactive,71,69183.752,0
68707,19:13:5.18,4,inactive,inactive,70,69185.18,0
68708,19:13:9.845,4,inactive,inactive,72,69189.845,0
68709,19:13:25.154,4,inactive,inactive,69,69205.154,0
68710,19:13:27.146,4,inactive,inactive,70,69207.146,0
68711,19:13:32.761,4,inactive,inactive,77,69212.761,0
68712,19:14:9.832,4,inactive,active,77,69249.832,0
68713,19:14:12.166,4,inactive,inactive,74,69252.166,0
68714,19:14:20.546,4,inactive,inactive,79,69260.546,0
68715,19:14:24.07,4,inactive,inactive,68,69264.07,0
68716,19:14:26.795,4,inactive,inactive,74,69266.795,0
68717,19:14:28.71,4,active,active,68,69268.71,0
68718,19:14:29.169,4,inactive,inactive,74,69269.169,0
68719,19:14:31.206,4,inactive,inactive,77,69271.206,0
68720,19:14:47.623,4,inactive,inactive,74,69287.623,0
68721,19:14:51.841,4,inactive,inactive,71,69291.841,0
