,Time,DayOfWeek,Motion,Acceleration,Temperature
3455,51:23.2,3,active,inactive,71
3456,0:38:57,2,active,inactive,69
3457,36:46.9,0,inactive,inactive,63
3458,00:13.9,4,inactive,inactive,63
3459,43:19.1,3,inactive,inactive,69
3460,45:32.1,0,inactive,inactive,67
3461,53:14.3,3,active,inactive,68
3462,24:07.2,3,inactive,inactive,69
3463,38:26.6,4,inactive,inactive,70
3464,10:56.3,2,active,inactive,64
3465,17:52.8,3,inactive,inactive,63
3466,24:03.9,4,inactive,inactive,71
3467,25:40.9,0,inactive,inactive,70
3468,06:42.5,0,inactive,inactive,67
3469,34:37.8,1,inactive,inactive,71
3470,59:10.9,3,inactive,inactive,67
3471,12:01.4,1,active,active,62
3472,27:15.9,0,active,inactive,67
3473,01:02.7,0,inactive,inactive,65
3474,02:33.2,3,inactive,active,65
3475,09:11.9,1,inactive,inactive,71
3476,40:18.2,4,inactive,inactive,69
3477,0:07:29,4,inactive,inactive,65
3478,29:21.1,4,inactive,inactive,64
3479,14:11.5,4,inactive,active,66
3480,29:36.9,0,inactive,inactive,64
3481,41:48.4,0,inactive,active,64
3482,0:55:57,2,active,inactive,63
3483,35:36.4,3,inactive,inactive,64
3484,38:25.2,2,inactive,active,69
3485,36:49.8,2,inactive,inactive,64
3486,46:33.4,1,inactive,inactive,62
3487,33:07.8,3,inactive,inactive,71
3488,08:06.2,3,active,active,64
3489,16:52.5,3,inactive,inactive,64
3490,0:38:46,1,inactive,active,63
3491,21:18.8,3,inactive,inactive,68
3492,09:50.5,1,inactive,active,67
3493,33:53.3,3,inactive,active,64
3494,0:33:51,1,inactive,inactive,63
3495,31:59.9,3,inactive,inactive,68
3496,34:14.1,1,inactive,inactive,65
3497,0:23:57,4,inactive,inactive,71
3498,49:51.8,3,inactive,inactive,63
3499,38:20.6,1,inactive,inactive,62
3500,0:24:33,3,inactive,inactive,68
3501,0:21:12,0,active,inactive,64
3502,18:51.3,6,inactive,inactive,62
3503,20:59.7,3,active,active,63
3504,59:24.9,3,inactive,inactive,69
3505,22:39.6,1,active,inactive,67
3506,35:30.1,0,inactive,inactive,67
3507,08:46.1,5,inactive,inactive,70
3508,38:19.9,5,active,inactive,69
3509,40:25.5,1,active,active,62
3510,36:50.2,1,inactive,inactive,71
3511,13:54.7,2,active,inactive,68
3512,42:35.7,1,inactive,inactive,70
3513,01:56.4,2,inactive,inactive,66
3514,0:02:47,4,inactive,active,64
3515,05:53.1,2,inactive,active,67
3516,30:06.3,4,inactive,inactive,63
3517,51:19.1,0,active,active,65
3518,56:26.9,4,inactive,inactive,65
3519,46:50.7,1,active,active,64
3520,26:37.2,4,inactive,inactive,63
3521,50:19.8,3,active,inactive,63
3522,56:56.8,4,inactive,inactive,67
3523,36:29.6,3,active,inactive,66
3524,0:29:38,4,inactive,inactive,62
3525,53:21.6,0,inactive,active,67
3526,06:51.8,5,active,inactive,68
3527,19:45.9,3,active,inactive,65
3528,22:30.1,2,inactive,inactive,65
3529,11:22.1,2,inactive,inactive,63
3530,02:06.2,3,inactive,inactive,68
3531,30:36.6,4,active,inactive,67
3532,55:39.5,4,inactive,inactive,67
3533,03:30.2,4,inactive,inactive,68
3534,08:49.4,5,inactive,inactive,63
3535,37:49.2,2,inactive,inactive,64
3536,23:38.5,1,inactive,inactive,64
3537,22:25.9,4,inactive,active,67
3538,50:46.5,2,active,inactive,68
3539,29:17.4,4,inactive,inactive,65
3540,15:30.9,2,inactive,inactive,62
3541,0:52:50,6,inactive,inactive,69
3542,00:15.7,4,inactive,inactive,66
3543,39:54.5,4,inactive,inactive,70
3544,52:06.5,4,inactive,active,67
3545,52:52.9,4,inactive,inactive,69
3546,04:55.5,4,inactive,active,68
3547,34:12.5,5,active,active,67
3548,32:45.6,3,inactive,inactive,63
3549,0:48:34,0,active,inactive,66
3550,31:37.8,2,inactive,active,65
3551,42:33.6,4,active,active,66
3552,58:46.8,2,active,inactive,63
3553,30:40.7,0,inactive,inactive,69
3554,35:08.2,0,inactive,active,67
3555,44:05.6,2,inactive,active,62
3556,15:38.6,5,inactive,inactive,63
3557,57:48.4,5,inactive,inactive,70
3558,52:45.1,3,inactive,inactive,71
3559,32:23.5,3,inactive,inactive,66
3560,45:09.4,0,inactive,inactive,69
3561,19:23.3,2,inactive,inactive,65
3562,57:50.4,0,inactive,inactive,64
3563,15:56.7,0,inactive,inactive,68
3564,39:14.1,1,inactive,inactive,62
3565,09:47.9,2,inactive,inactive,65
3566,08:15.5,0,inactive,inactive,67
3567,46:41.6,0,active,inactive,63
3568,08:54.6,2,active,active,63
3569,47:29.6,4,inactive,inactive,66
3570,37:52.1,3,active,inactive,64
3571,18:15.7,4,inactive,active,71
3572,35:42.8,1,inactive,inactive,68
3573,23:53.3,6,inactive,inactive,67
3574,0:59:31,4,inactive,inactive,63
3575,15:03.3,2,inactive,inactive,64
3576,23:51.2,4,active,inactive,64
3577,30:27.5,2,inactive,inactive,71
3578,00:44.7,5,inactive,active,66
3579,52:03.8,2,inactive,inactive,67
3580,26:29.3,2,active,inactive,70
3581,50:55.8,5,active,active,66
3582,35:36.9,3,inactive,inactive,69
3583,05:01.4,6,inactive,inactive,64
3584,01:39.6,4,active,inactive,69
3585,56:06.6,2,inactive,inactive,68
3586,21:50.1,3,inactive,active,71
3587,02:03.4,2,inactive,active,67
3588,41:59.3,2,inactive,inactive,71
3589,0:53:07,4,active,inactive,71
3590,51:37.5,2,inactive,active,71
3591,07:43.8,1,inactive,inactive,71
3592,26:53.4,2,inactive,inactive,66
3593,02:19.1,0,inactive,active,67
3594,29:00.9,1,inactive,inactive,70
3595,04:22.6,0,active,inactive,62
3596,08:14.5,3,inactive,inactive,67
3597,34:49.3,1,inactive,active,67
3598,0:24:53,6,active,inactive,64
3599,0:17:48,3,inactive,inactive,64
3600,12:57.1,0,inactive,inactive,71
3601,57:59.4,2,active,inactive,65
3602,15:37.3,3,inactive,inactive,64
3603,44:53.8,3,inactive,inactive,69
3604,44:28.8,4,inactive,inactive,67
3605,16:00.4,1,inactive,inactive,63
3606,11:38.5,1,inactive,inactive,62
3607,0:33:01,5,inactive,inactive,68
3608,20:09.6,1,inactive,inactive,66
3609,06:27.3,2,active,inactive,63
3610,21:17.2,3,active,inactive,62
3611,53:02.4,1,inactive,active,66
3612,25:24.4,1,inactive,inactive,67
3613,0:03:45,6,active,inactive,66
3614,19:31.5,3,inactive,active,67
3615,15:46.7,3,inactive,inactive,66
3616,38:25.4,3,inactive,inactive,66
3617,0:09:26,2,inactive,active,62
3618,55:46.2,2,inactive,active,65
3619,56:57.6,2,active,inactive,68
3620,13:58.6,4,inactive,inactive,71
3621,52:18.7,4,inactive,inactive,62
3622,17:52.1,3,inactive,inactive,71
3623,16:44.4,6,inactive,inactive,63
3624,22:33.8,1,active,active,68
3625,18:49.4,6,inactive,inactive,70
3626,0:11:55,4,inactive,active,71
3627,22:12.3,3,inactive,active,70
3628,31:11.2,0,inactive,inactive,66
3629,10:24.5,0,inactive,inactive,67
3630,37:53.6,4,inactive,active,66
3631,50:15.9,6,active,inactive,62
3632,13:03.6,4,inactive,inactive,69
3633,0:05:34,1,active,inactive,70
3634,52:58.4,4,inactive,inactive,70
3635,07:36.1,0,inactive,inactive,65
3636,05:32.1,2,inactive,inactive,62
3637,04:54.7,4,active,inactive,66
3638,09:58.6,0,inactive,inactive,69
3639,31:12.8,1,inactive,inactive,68
3640,15:24.8,4,active,inactive,66
3641,40:27.3,3,inactive,inactive,71
3642,14:43.1,2,inactive,inactive,62
3643,07:37.4,2,inactive,inactive,64
3644,58:09.6,0,inactive,inactive,68
3645,32:06.8,6,inactive,inactive,69
3646,35:36.8,3,inactive,inactive,67
3647,10:09.3,4,inactive,inactive,71
3648,50:55.8,2,active,inactive,68
3649,27:11.4,3,inactive,inactive,67
3650,23:47.8,6,inactive,inactive,63
3651,0:12:53,0,inactive,active,65
3652,24:58.5,0,inactive,inactive,69
3653,0:22:57,4,active,inactive,65
3654,0:03:56,2,inactive,inactive,64
3655,27:18.2,1,inactive,inactive,62
3656,02:11.1,4,inactive,inactive,69
3657,37:48.9,4,inactive,inactive,63
3658,23:39.3,5,inactive,inactive,71
3659,0:54:10,2,inactive,active,66
3660,57:53.2,1,active,active,70
3661,38:10.4,1,active,active,63
3662,40:50.4,6,inactive,inactive,70
3663,06:25.9,6,inactive,inactive,65
3664,43:22.8,6,inactive,inactive,66
3665,27:04.2,3,inactive,active,64
3666,47:40.4,2,inactive,inactive,70
3667,31:38.6,0,active,inactive,62
3668,04:14.4,3,inactive,inactive,63
3669,46:57.6,2,inactive,inactive,69
3670,51:55.7,2,inactive,inactive,70
3671,32:58.2,3,inactive,active,70
3672,0:35:45,2,active,inactive,66
3673,13:00.5,0,active,inactive,64
3674,47:33.4,3,active,inactive,65
3675,29:10.9,1,inactive,inactive,64
3676,02:09.7,6,active,active,64
3677,26:47.5,0,inactive,inactive,64
3678,05:38.7,0,inactive,inactive,63
3679,55:57.4,3,inactive,inactive,71
3680,56:31.8,0,inactive,inactive,68
3681,18:39.8,0,inactive,inactive,67
3682,10:17.1,0,inactive,active,71
3683,38:32.9,1,inactive,inactive,68
3684,46:31.6,2,inactive,active,64
3685,38:49.4,2,inactive,active,70
3686,25:22.5,0,inactive,inactive,63
3687,33:41.7,2,inactive,inactive,65
3688,0:52:50,3,inactive,inactive,64
3689,36:11.5,4,inactive,active,71
3690,49:28.1,1,active,inactive,67
3691,42:26.3,0,inactive,inactive,66
3692,0:12:11,2,active,inactive,66
3693,41:04.2,5,inactive,inactive,63
3694,30:31.7,2,inactive,inactive,64
3695,21:32.3,6,inactive,inactive,69
3696,02:44.2,1,active,inactive,63
3697,24:38.2,4,inactive,inactive,63
3698,20:07.6,2,active,inactive,69
3699,01:21.5,2,active,inactive,65
3700,26:23.5,1,inactive,active,62
3701,0:38:01,0,active,inactive,69
3702,47:22.2,3,active,active,70
3703,16:33.4,0,inactive,inactive,62
3704,07:39.7,6,inactive,active,65
3705,41:30.7,5,inactive,inactive,70
3706,0:54:51,4,inactive,inactive,70
3707,56:36.6,2,inactive,inactive,63
3708,00:58.7,0,inactive,inactive,69
3709,13:13.7,3,inactive,inactive,70
3710,25:05.3,2,inactive,active,67
3711,25:15.1,2,active,inactive,66
3712,57:05.4,4,inactive,inactive,62
3713,21:52.6,0,inactive,inactive,62
3714,03:05.9,3,active,active,69
3715,01:56.5,1,inactive,active,71
3716,38:13.5,1,inactive,active,70
3717,49:09.9,2,inactive,active,67
3718,05:42.6,3,inactive,inactive,68
3719,22:57.4,0,inactive,inactive,67
3720,23:54.4,1,inactive,inactive,70
3721,02:02.5,5,inactive,active,70
3722,21:21.2,5,inactive,inactive,67
3723,55:03.5,0,inactive,inactive,69
3724,23:13.2,4,inactive,inactive,69
3725,0:14:24,6,inactive,inactive,65
3726,18:56.8,1,inactive,inactive,69
3727,28:19.5,4,inactive,inactive,69
3728,40:09.8,2,inactive,inactive,66
3729,0:49:20,1,inactive,inactive,62
3730,56:39.2,1,inactive,inactive,62
3731,56:38.8,1,inactive,active,67
3732,44:27.9,1,inactive,active,63
3733,16:35.1,0,active,inactive,65
3734,06:25.5,2,inactive,inactive,70
3735,51:48.5,4,active,inactive,70
3736,44:27.5,0,inactive,inactive,67
3737,52:15.1,6,active,inactive,70
3738,30:14.7,4,inactive,inactive,68
3739,03:15.5,4,inactive,inactive,62
3740,0:48:24,2,inactive,inactive,70
3741,46:38.9,4,inactive,inactive,65
3742,14:51.2,0,active,inactive,67
3743,03:02.7,3,inactive,inactive,64
3744,59:39.4,0,inactive,inactive,71
3745,25:15.2,6,inactive,inactive,62
3746,55:10.7,0,inactive,inactive,63
3747,0:50:34,1,inactive,inactive,65
3748,58:33.9,3,active,inactive,71
3749,41:14.3,3,active,active,69
3750,0:27:15,5,inactive,inactive,70
3751,0:31:36,0,inactive,inactive,70
3752,17:58.3,4,inactive,inactive,65
3753,52:10.4,2,inactive,inactive,64
3754,09:16.7,2,inactive,inactive,62
3755,42:22.6,5,inactive,inactive,66
3756,30:39.6,2,active,inactive,65
3757,0:58:36,1,active,active,64
3758,57:00.6,0,active,inactive,69
3759,08:02.2,1,inactive,inactive,66
3760,37:37.9,3,inactive,active,67
3761,15:05.3,3,inactive,inactive,63
3762,31:29.3,2,active,inactive,64
3763,28:51.3,1,active,active,70
3764,42:43.2,0,inactive,active,62
3765,02:12.2,3,active,inactive,68
3766,34:16.8,3,active,inactive,67
3767,55:53.8,0,inactive,inactive,66
3768,59:41.1,5,inactive,active,62
3769,56:11.3,0,inactive,inactive,69
3770,48:40.2,5,active,inactive,64
3771,59:30.6,3,inactive,inactive,67
3772,0:33:07,0,inactive,inactive,62
3773,04:58.3,0,inactive,inactive,66
3774,55:11.7,4,inactive,inactive,69
3775,58:19.7,0,active,inactive,71
3776,57:52.2,0,inactive,active,66
3777,08:36.6,4,inactive,inactive,71
3778,24:20.1,2,inactive,active,67
3779,23:23.5,3,inactive,inactive,67
3780,52:56.8,4,inactive,active,64
3781,27:53.5,4,inactive,active,65
3782,31:21.3,1,inactive,inactive,62
3783,07:44.6,6,inactive,inactive,71
3784,39:11.9,5,inactive,inactive,63
3785,34:59.1,3,inactive,inactive,62
3786,14:38.2,2,inactive,active,68
3787,00:46.2,2,inactive,inactive,69
3788,0:52:48,4,active,inactive,62
3789,50:32.3,3,inactive,active,63
3790,24:26.9,2,inactive,inactive,67
3791,06:24.7,2,active,inactive,70
3792,37:15.2,1,inactive,inactive,71
3793,19:28.7,3,active,inactive,62
3794,32:00.4,4,active,inactive,66
3795,0:13:41,1,inactive,inactive,71
3796,41:13.4,5,inactive,inactive,65
3797,29:25.2,3,inactive,active,64
3798,01:44.8,3,inactive,inactive,68
3799,38:05.1,2,active,inactive,71
3800,48:59.8,1,inactive,inactive,70
3801,36:17.7,3,active,inactive,63
3802,52:33.8,0,inactive,inactive,70
3803,04:39.7,2,active,inactive,62
3804,43:10.1,3,inactive,inactive,64
3805,0:35:56,0,inactive,active,64
3806,57:19.8,1,inactive,inactive,62
3807,27:03.9,3,inactive,inactive,70
3808,32:12.2,0,inactive,active,62
3809,34:38.4,1,inactive,inactive,69
3810,56:26.1,1,inactive,inactive,62
3811,41:18.8,0,inactive,inactive,66
3812,51:55.3,3,inactive,active,68
3813,24:32.1,2,inactive,inactive,67
3814,34:48.1,6,inactive,active,64
3815,52:43.5,0,inactive,inactive,71
3816,26:40.2,0,inactive,inactive,62
3817,0:56:06,3,inactive,inactive,65
3818,45:03.7,2,inactive,inactive,62
3819,01:10.7,3,inactive,inactive,63
3820,30:23.6,2,active,active,71
3821,29:14.2,1,inactive,inactive,65
3822,0:30:10,0,inactive,inactive,67
3823,0:05:56,0,inactive,inactive,63
3824,08:01.8,2,inactive,active,65
3825,15:58.1,4,inactive,inactive,62
3826,24:08.7,1,inactive,inactive,62
3827,47:55.1,3,inactive,inactive,66
3828,11:00.7,4,inactive,inactive,64
3829,19:02.6,0,inactive,inactive,65
3830,44:45.1,5,inactive,inactive,69
3831,37:44.2,1,inactive,inactive,65
3832,07:15.3,1,inactive,inactive,68
3833,27:50.4,1,inactive,inactive,70
3834,0:30:40,3,inactive,inactive,62
3835,38:21.7,2,inactive,inactive,68
3836,02:35.3,1,active,active,68
3837,23:32.4,3,inactive,inactive,67
3838,41:45.1,0,active,active,69
3839,09:19.9,0,inactive,inactive,63
3840,46:54.8,0,inactive,inactive,62
3841,18:11.1,2,inactive,inactive,62
3842,0:18:05,1,inactive,inactive,64
3843,51:38.3,0,inactive,inactive,62
3844,0:57:49,6,active,inactive,71
3845,38:06.2,4,inactive,active,63
3846,15:26.9,2,active,inactive,68
3847,12:15.4,0,inactive,inactive,66
3848,57:24.2,2,inactive,inactive,71
3849,07:28.6,1,inactive,inactive,67
3850,15:50.2,4,inactive,active,71
3851,27:34.7,3,inactive,inactive,68
3852,51:49.4,0,inactive,inactive,65
3853,03:16.7,2,inactive,inactive,70
3854,57:48.3,1,inactive,active,64
3855,51:09.1,5,inactive,inactive,62
3856,24:41.3,5,inactive,active,62
3857,24:11.9,4,active,inactive,65
3858,0:58:18,3,inactive,inactive,67
3859,24:15.5,1,inactive,inactive,67
3860,53:54.8,1,inactive,inactive,66
3861,0:48:53,4,inactive,inactive,64
3862,57:08.4,3,inactive,inactive,64
3863,19:59.2,0,inactive,active,69
3864,14:39.3,5,inactive,inactive,63
3865,26:39.6,1,inactive,inactive,62
3866,31:34.5,6,inactive,inactive,67
3867,59:24.1,1,inactive,inactive,62
3868,27:01.7,3,active,inactive,62
3869,54:10.2,1,active,inactive,70
3870,33:12.9,2,inactive,inactive,71
3871,14:23.5,0,inactive,inactive,67
3872,40:17.3,1,inactive,inactive,71
3873,24:27.2,0,inactive,inactive,68
3874,19:27.8,6,inactive,active,69
3875,0:00:16,2,inactive,inactive,63
3876,31:46.2,3,inactive,inactive,66
3877,29:14.8,3,inactive,active,63
3878,13:51.9,4,inactive,inactive,63
3879,57:58.4,3,inactive,active,62
3880,32:57.9,5,inactive,inactive,65
3881,26:03.7,6,active,active,69
3882,45:06.4,2,active,inactive,69
3883,19:41.4,2,inactive,active,67
3884,46:55.3,0,active,inactive,63
3885,13:51.6,2,inactive,inactive,71
3886,43:25.6,6,inactive,inactive,64
3887,00:38.6,2,inactive,inactive,69
3888,57:20.4,4,inactive,inactive,71
3889,44:08.3,1,inactive,inactive,68
3890,11:55.9,1,inactive,inactive,65
3891,49:11.7,3,inactive,inactive,64
3892,36:30.7,2,inactive,active,71
3893,10:20.5,3,inactive,inactive,63
3894,11:56.5,2,active,inactive,67
3895,10:41.9,2,inactive,inactive,68
3896,53:06.2,2,active,inactive,71
3897,39:19.3,0,inactive,inactive,65
3898,0:24:27,3,inactive,inactive,70
3899,04:27.5,1,inactive,inactive,67
3900,08:07.2,2,inactive,active,63
3901,07:09.1,0,inactive,active,65
3902,27:28.4,3,inactive,inactive,70
3903,30:27.4,5,inactive,active,62
3904,12:12.7,4,inactive,inactive,65
3905,47:18.6,0,inactive,active,63
3906,17:42.3,3,inactive,inactive,70
3907,13:37.8,3,active,inactive,67
3908,39:35.5,1,inactive,inactive,62
3909,13:03.8,3,inactive,inactive,65
3910,34:28.1,1,inactive,active,71
3911,0:35:23,2,inactive,inactive,70
3912,30:22.1,1,inactive,inactive,64
3913,02:40.2,5,inactive,inactive,62
3914,21:58.3,0,inactive,inactive,70
3915,12:19.1,6,active,active,67
3916,47:23.8,6,inactive,inactive,66
3917,44:39.5,1,active,inactive,66
3918,00:09.9,6,inactive,inactive,70
3919,28:45.6,0,active,active,68
3920,59:47.3,3,active,inactive,62
3921,54:28.2,0,inactive,inactive,69
3922,47:27.7,0,active,inactive,67
3923,00:14.6,3,inactive,inactive,65
3924,36:27.7,2,inactive,inactive,63
3925,11:21.6,2,inactive,inactive,67
3926,0:46:09,1,inactive,inactive,70
3927,03:47.8,1,inactive,inactive,70
3928,13:04.7,1,inactive,active,65
3929,10:11.6,4,active,inactive,66
3930,16:02.7,2,inactive,inactive,63
3931,0:42:37,4,inactive,inactive,66
3932,22:29.1,2,active,inactive,71
3933,0:55:25,0,inactive,inactive,70
3934,03:10.7,4,inactive,inactive,68
3935,59:01.4,5,inactive,inactive,63
3936,0:38:26,6,inactive,inactive,62
3937,19:03.7,1,active,inactive,71
3938,43:00.1,3,inactive,inactive,69
3939,56:30.2,1,inactive,inactive,68
3940,0:41:43,4,inactive,inactive,65
3941,47:22.6,1,active,active,71
3942,22:57.1,5,inactive,inactive,71
3943,13:23.8,3,active,inactive,68
3944,0:17:13,1,inactive,inactive,67
3945,30:32.4,1,inactive,inactive,67
3946,30:27.2,3,inactive,inactive,70
3947,31:29.5,0,inactive,inactive,64
3948,06:11.8,3,inactive,inactive,69
3949,13:29.5,6,inactive,inactive,63
3950,39:32.3,4,active,inactive,63
3951,31:25.6,1,inactive,active,67
3952,48:22.6,1,inactive,active,69
3953,0:48:30,4,inactive,inactive,67
3954,04:36.7,1,active,inactive,62
3955,30:10.1,1,inactive,inactive,69
3956,0:53:19,1,inactive,inactive,71
3957,0:11:30,2,inactive,inactive,63
3958,0:51:59,4,inactive,inactive,68
3959,33:48.1,4,inactive,inactive,68
3960,46:45.7,0,inactive,inactive,68
3961,08:55.5,0,inactive,active,64
3962,52:45.7,2,inactive,inactive,66
3963,06:22.1,1,inactive,inactive,63
3964,0:48:05,2,inactive,inactive,67
3965,0:10:44,2,inactive,active,65
3966,45:10.2,3,inactive,inactive,66
3967,55:31.2,1,active,inactive,70
3968,59:56.7,4,active,inactive,67
3969,0:43:34,2,active,inactive,67
3970,31:48.2,6,active,inactive,67
3971,51:50.3,2,inactive,inactive,68
3972,03:38.9,3,active,inactive,65
3973,19:14.7,3,inactive,inactive,70
3974,30:44.5,1,active,inactive,63
3975,28:39.9,4,inactive,inactive,65
3976,36:08.4,0,active,inactive,63
3977,14:06.6,2,inactive,active,68
3978,19:55.7,3,inactive,inactive,62
3979,42:04.9,4,inactive,inactive,66
3980,55:41.6,3,inactive,inactive,62
3981,47:01.7,1,inactive,active,70
3982,0:03:26,4,inactive,inactive,66
3983,32:02.2,2,active,inactive,67
3984,36:47.7,0,inactive,inactive,67
3985,44:36.9,1,inactive,inactive,67
3986,46:39.4,0,active,active,64
3987,40:46.2,4,active,inactive,66
3988,39:24.7,1,inactive,inactive,63
3989,04:37.1,0,inactive,inactive,64
3990,14:09.3,2,inactive,active,63
3991,08:53.1,4,inactive,inactive,63
3992,32:22.5,6,inactive,inactive,68
3993,38:16.9,4,inactive,inactive,66
3994,49:21.6,2,inactive,active,69
3995,01:04.4,6,inactive,inactive,62
3996,59:16.1,3,inactive,inactive,71
3997,0:51:58,4,inactive,active,69
3998,08:18.7,3,inactive,inactive,69
3999,40:25.8,1,inactive,inactive,68
4000,31:22.4,2,inactive,inactive,67
4001,19:51.7,3,active,inactive,69
4002,58:23.6,1,active,active,66
4003,0:43:53,4,active,inactive,68
4004,22:56.5,1,inactive,active,65
4005,54:27.5,0,inactive,active,71
4006,09:58.4,1,inactive,inactive,68
4007,0:57:47,4,inactive,inactive,64
4008,50:25.3,5,inactive,active,62
4009,25:30.5,3,inactive,inactive,63
4010,0:28:35,4,inactive,inactive,62
4011,0:39:24,1,inactive,inactive,63
4012,33:58.7,4,inactive,inactive,70
4013,10:05.4,2,inactive,inactive,62
4014,24:50.4,0,inactive,inactive,65
4015,06:38.6,3,active,inactive,70
4016,00:12.4,0,inactive,inactive,65
4017,53:58.7,0,inactive,inactive,65
4018,33:45.3,1,inactive,inactive,66
4019,04:12.2,6,inactive,inactive,63
4020,24:07.3,3,inactive,inactive,69
4021,04:57.9,4,inactive,inactive,71
4022,35:30.3,4,inactive,inactive,71
4023,11:56.1,2,active,inactive,71
4024,53:21.4,5,inactive,inactive,68
4025,04:48.7,2,inactive,inactive,63
4026,45:09.3,1,inactive,inactive,64
4027,29:46.2,0,inactive,inactive,64
4028,45:32.7,4,inactive,inactive,70
4029,59:52.2,3,inactive,inactive,71
4030,47:39.4,5,inactive,active,62
4031,05:09.4,0,inactive,inactive,69
4032,43:33.5,0,inactive,inactive,64
4033,20:16.1,1,inactive,inactive,65
4034,28:41.3,4,inactive,active,62
4035,33:13.1,2,active,inactive,66
4036,01:35.6,1,inactive,inactive,64
4037,10:19.6,4,inactive,inactive,63
4038,0:17:04,0,inactive,inactive,70
4039,54:39.3,3,inactive,inactive,64
4040,04:31.3,3,inactive,inactive,65
4041,46:35.8,2,inactive,inactive,66
4042,30:05.9,0,inactive,inactive,63
4043,32:13.2,4,inactive,inactive,65
4044,45:03.7,5,inactive,inactive,65
4045,21:21.2,4,inactive,inactive,70
4046,41:19.6,0,inactive,inactive,71
4047,56:09.9,1,active,active,67
4048,46:51.3,2,inactive,inactive,65
4049,25:27.7,4,inactive,inactive,62
4050,0:06:26,4,inactive,active,63
4051,27:49.1,0,inactive,inactive,69
4052,55:25.7,3,inactive,active,71
4053,16:45.2,3,inactive,inactive,63
4054,22:02.9,5,inactive,active,69
4055,01:44.5,1,active,inactive,69
4056,56:15.4,0,active,inactive,63
4057,02:17.4,6,inactive,inactive,68
4058,33:11.7,6,inactive,active,67
4059,52:37.9,0,inactive,inactive,64
4060,37:04.6,3,inactive,inactive,68
4061,06:22.5,1,inactive,inactive,67
4062,22:35.7,3,active,inactive,71
4063,32:16.2,0,inactive,inactive,64
4064,28:39.2,3,active,inactive,68
4065,40:51.2,5,inactive,inactive,64
4066,13:02.2,0,inactive,inactive,65
4067,35:18.5,0,inactive,inactive,65
4068,0:42:23,1,active,active,65
4069,20:59.1,3,active,inactive,68
4070,0:33:29,3,inactive,inactive,71
4071,08:58.4,1,inactive,inactive,65
4072,0:36:17,0,inactive,inactive,64
4073,59:18.7,3,inactive,inactive,64
4074,38:45.1,4,active,inactive,63
4075,11:10.6,0,active,inactive,67
4076,15:57.2,3,active,active,67
4077,39:04.9,2,inactive,inactive,69
4078,0:13:15,0,inactive,inactive,65
4079,46:39.5,4,inactive,inactive,67
4080,48:52.9,0,inactive,inactive,69
4081,0:03:40,0,inactive,inactive,62
4082,51:09.8,2,inactive,inactive,66
4083,23:01.6,0,active,active,70
4084,31:39.8,0,inactive,inactive,63
4085,49:09.6,0,inactive,inactive,63
4086,13:33.7,2,inactive,active,66
4087,36:48.1,3,inactive,inactive,64
4088,14:27.2,3,inactive,inactive,68
4089,14:26.7,6,active,active,68
4090,18:05.4,0,inactive,inactive,71
4091,32:41.2,0,inactive,inactive,66
4092,53:56.2,1,inactive,inactive,63
4093,44:47.3,1,inactive,inactive,66
4094,24:39.6,4,inactive,inactive,63
4095,54:26.5,4,active,inactive,69
4096,57:19.8,0,inactive,active,63
4097,36:13.3,3,active,inactive,62
4098,22:05.5,4,inactive,inactive,68
4099,19:25.2,3,inactive,active,71
4100,20:58.9,6,inactive,active,66
4101,15:03.7,0,inactive,inactive,69
4102,28:28.1,2,inactive,inactive,69
4103,12:27.5,1,inactive,inactive,67
4104,10:28.5,4,inactive,inactive,64
4105,0:58:56,4,active,inactive,68
4106,04:18.5,3,inactive,inactive,70
4107,30:54.8,3,inactive,inactive,67
4108,06:05.9,3,inactive,inactive,62
4109,0:15:34,4,inactive,inactive,64
4110,21:43.4,2,active,inactive,68
4111,38:40.3,1,inactive,inactive,65
4112,18:00.8,3,inactive,active,64
4113,30:26.3,5,inactive,inactive,64
4114,0:58:53,2,inactive,inactive,66
4115,46:40.6,3,inactive,inactive,63
4116,21:03.5,3,inactive,inactive,69
4117,05:57.5,2,inactive,active,67
4118,42:59.5,2,inactive,inactive,69
4119,56:15.7,0,active,active,62
4120,44:33.2,4,inactive,inactive,62
4121,42:03.9,1,inactive,inactive,62
4122,08:00.4,3,inactive,active,67
4123,0:00:57,0,inactive,active,68
4124,22:06.4,2,inactive,inactive,70
4125,46:13.8,0,inactive,inactive,71
4126,51:20.7,6,inactive,inactive,64
4127,52:41.1,4,inactive,inactive,63
4128,27:16.8,1,inactive,inactive,67
4129,59:17.2,0,inactive,inactive,67
4130,54:10.3,2,inactive,active,63
4131,48:06.9,5,inactive,inactive,68
4132,49:59.2,4,inactive,inactive,69
4133,18:22.6,1,active,inactive,64
4134,41:08.2,5,inactive,inactive,69
4135,48:46.1,3,inactive,inactive,62
4136,04:18.7,2,inactive,inactive,68
4137,0:38:40,4,inactive,inactive,67
4138,0:53:30,3,inactive,inactive,63
4139,52:14.6,4,inactive,inactive,62
4140,29:09.1,3,inactive,active,69
4141,00:24.4,1,inactive,inactive,65
4142,29:41.5,4,active,active,62
4143,00:58.4,2,inactive,active,68
4144,59:39.2,0,inactive,inactive,65
4145,20:38.4,2,inactive,active,66
4146,0:49:46,2,active,active,62
4147,0:45:38,0,inactive,inactive,67
